time,timestamp,right_position,heading,real_right_velocity,right_jerk,right_velocity,left_jerk,left_velocity,right_accel,right_error,real_heading,left_accel,left_error,real_left_velocity,left_position
118.83,109420,13.435,0.000,10.374,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.080,-3.143,-318.000,10.347,13.435
118.83,111137,20.000,0.000,-0.100,5.717,0.000,5.717,0.000,-0.000,35.000,-3.870,-0.000,5.000,-0.035,20.000
118.83,108099,1.725,0.000,4.168,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,4.100,1.725
118.83,108069,1.725,0.000,3.984,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,3.707,1.725
118.83,108843,7.521,0.000,9.994,-11.429,9.643,-11.429,9.643,3.143,-263.000,-0.340,3.143,-314.000,10.639,7.521
118.83,109862,17.115,0.000,8.040,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.150,-8.000,-372.000,8.192,17.115
118.83,110600,19.797,0.000,0.986,11.429,1.429,11.429,1.429,-6.000,152.000,-3.910,-6.000,161.000,1.016,19.797
118.83,107898,0.885,0.000,2.228,5.714,3.200,5.714,3.200,8.000,353.000,-0.820,8.000,457.000,2.030,0.885
118.83,107728,0.464,0.000,0.743,11.429,2.057,11.429,2.057,6.571,478.000,-0.030,6.571,436.000,0.745,0.464
118.83,108554,5.204,0.000,8.536,-11.429,8.571,-11.429,8.571,6.000,-6.000,-0.400,6.000,33.000,8.726,5.204
118.83,110738,19.935,0.000,0.179,11.429,0.700,11.429,0.700,-4.286,107.000,-3.990,-4.286,214.000,0.141,19.935
118.83,107264,0.010,0.000,0.003,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,15.000,0.000,0.010
118.83,110284,19.115,0.000,3.848,0.000,3.600,0.000,3.600,-8.000,-144.000,-3.400,-8.000,-83.000,3.639,19.115
118.83,109343,12.479,0.000,10.482,-11.429,9.771,-11.429,9.771,-2.000,-278.000,-3.050,-2.000,-241.000,10.366,12.479
118.84,109663,15.639,0.000,9.577,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.240,-6.000,-387.000,9.485,15.639
118.84,107795,0.585,0.000,1.211,11.429,2.414,11.429,2.414,7.143,478.000,-0.300,7.143,457.000,1.146,0.585
118.84,111151,20.000,0.000,-0.106,5.717,0.000,5.717,0.000,-0.000,35.000,-3.870,-0.000,5.000,-0.062,20.000
118.84,109403,13.435,0.000,10.423,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.070,-3.143,-241.000,10.328,13.435
118.84,109830,16.775,0.000,8.330,-11.429,7.200,-11.429,7.200,-7.714,-423.000,-3.170,-7.714,-372.000,8.347,16.775
118.84,108733,6.565,0.000,9.848,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.310,4.286,-254.000,10.114,6.565
118.84,108748,6.565,0.000,10.084,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.350,4.286,-254.000,10.181,6.565
118.84,107410,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,-0.010,3.143,47.000,0.000,0.065
118.84,109370,12.961,0.000,10.469,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-3.050,-2.571,-241.000,10.374,12.961
118.84,110240,18.935,0.000,4.293,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.240,-8.000,-83.000,4.230,18.935
118.84,110576,19.797,0.000,1.274,11.429,1.429,11.429,1.429,-6.000,152.000,-3.880,-6.000,161.000,1.141,19.797
118.84,110936,19.997,0.000,-0.060,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.005,19.997
118.84,110153,18.735,0.000,5.179,0.000,4.400,0.000,4.400,-8.000,-144.000,-3.030,-8.000,-299.000,5.187,18.735
118.84,110077,18.275,0.000,5.881,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.010,-8.000,-299.000,6.000,18.275
118.84,109498,13.900,0.000,10.189,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.190,-3.714,-318.000,10.130,13.900
118.84,110467,19.639,0.000,1.997,11.426,2.057,11.426,2.057,-7.143,152.000,-3.720,-7.143,35.000,1.927,19.639
118.85,110498,19.639,0.000,1.845,11.426,2.057,11.426,2.057,-7.143,152.000,-3.730,-7.143,35.000,1.745,19.639
118.85,110549,19.725,0.000,1.415,11.429,1.729,11.429,1.729,-6.572,152.000,-3.820,-6.572,161.000,1.287,19.725
118.85,110731,19.935,0.000,0.268,11.429,0.700,11.429,0.700,-4.286,107.000,-3.980,-4.286,214.000,0.228,19.935
118.85,108056,1.725,0.000,3.807,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.170,8.000,327.000,3.707,1.725
118.85,109066,10.000,0.000,10.604,-11.429,10.000,-11.429,10.000,0.286,-269.000,-2.070,0.286,-273.000,10.778,10.000
118.85,109938,17.435,0.000,7.531,-0.002,6.400,-0.002,6.400,-8.000,-423.000,-3.070,-8.000,-351.000,7.488,17.435
118.85,108603,5.646,0.000,9.030,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.320,5.429,-254.000,9.227,5.646
118.85,110085,18.275,0.000,5.702,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.010,-8.000,-299.000,5.780,18.275
118.85,108640,5.646,0.000,9.241,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.280,5.429,-254.000,9.428,5.646
118.85,107833,0.725,0.000,1.607,11.429,2.800,11.429,2.800,7.714,478.000,-0.440,7.714,457.000,1.463,0.725
118.85,109271,11.990,0.000,10.561,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.910,-1.428,-241.000,10.469,11.990
118.85,108704,6.565,0.000,9.799,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.290,4.286,-254.000,10.141,6.565
118.85,110624,19.854,0.000,0.864,11.429,1.157,11.429,1.157,-5.429,107.000,-3.920,-5.429,161.000,0.780,19.854
118.85,110112,18.515,0.000,5.531,-0.000,4.800,-0.000,4.800,-8.000,-291.000,-3.010,-8.000,-299.000,5.553,18.515
118.85,108897,8.010,0.000,9.994,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.530,2.571,-314.000,10.805,8.010
118.85,107695,0.361,0.000,0.501,11.429,1.729,11.429,1.729,6.000,300.000,0.000,6.000,436.000,0.493,0.361
118.85,108212,2.565,0.000,5.401,-0.000,6.000,-0.000,6.000,8.000,58.000,-0.900,8.000,290.000,5.482,2.565
118.85,110772,19.961,0.000,0.111,11.429,0.514,11.429,0.514,-3.715,107.000,-4.000,-3.715,214.000,0.079,19.961
118.85,108970,9.001,0.000,10.729,-11.429,9.943,-11.429,9.943,1.429,-64.000,-1.150,1.429,-273.000,10.347,9.001
118.85,107918,1.065,0.000,2.428,0.000,3.600,0.000,3.600,8.000,353.000,-0.880,8.000,457.000,2.217,1.065
118.85,109983,17.735,0.000,6.775,0.000,6.000,0.000,6.000,-8.000,-291.000,-3.040,-8.000,-351.000,6.813,17.735
118.85,108174,2.265,0.000,4.929,0.000,5.600,0.000,5.600,8.000,209.000,-0.990,8.000,290.000,5.078,2.265
118.85,107581,0.204,0.000,0.119,11.429,1.157,11.429,1.157,4.857,300.000,0.030,4.857,257.000,0.130,0.204
118.86,108126,1.985,0.000,4.463,0.000,5.200,0.000,5.200,8.000,209.000,-1.100,8.000,290.000,4.596,1.985
118.86,108155,2.265,0.000,4.702,0.000,5.600,0.000,5.600,8.000,209.000,-1.030,8.000,290.000,4.832,2.265
118.86,108417,3.964,0.000,7.309,-5.714,7.586,-5.714,7.586,7.714,116.000,-0.570,7.714,123.000,7.257,3.964
118.86,110855,19.990,0.000,-0.030,11.429,0.229,11.429,0.229,-2.572,169.000,-3.920,-2.572,214.000,0.000,19.990
118.86,108373,3.585,0.000,6.848,0.000,7.200,0.000,7.200,8.000,116.000,-0.640,8.000,123.000,7.054,3.585
118.86,110863,19.990,0.000,-0.041,11.429,0.229,11.429,0.229,-2.572,169.000,-3.920,-2.572,84.000,0.000,19.990
118.86,107519,0.146,0.000,0.038,11.429,0.914,11.429,0.914,4.286,131.000,-0.030,4.286,257.000,0.000,0.146
118.86,108830,7.521,0.000,10.054,-11.429,9.643,-11.429,9.643,3.143,-263.000,-0.340,3.143,-314.000,10.639,7.521
118.86,108016,1.485,0.000,3.439,0.000,4.400,0.000,4.400,8.000,353.000,-1.130,8.000,327.000,3.328,1.485
118.86,109307,12.479,0.000,10.444,-11.429,9.771,-11.429,9.771,-2.000,-207.000,-3.030,-2.000,-241.000,10.347,12.479
118.86,107315,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,-0.010,2.000,47.000,0.000,0.021
118.86,107507,0.146,0.000,0.038,11.429,0.914,11.429,0.914,4.286,131.000,-0.030,4.286,257.000,0.000,0.146
118.86,110218,18.935,0.000,4.431,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.140,-8.000,-299.000,4.433,18.935
118.86,107910,1.065,0.000,2.428,0.000,3.600,0.000,3.600,8.000,353.000,-0.880,8.000,457.000,2.217,1.065
118.86,108231,2.565,0.000,5.645,-0.000,6.000,-0.000,6.000,8.000,58.000,-0.810,8.000,290.000,5.482,2.565
118.86,107304,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,-0.010,2.000,47.000,0.000,0.021
118.87,107655,0.361,0.000,0.274,11.429,1.729,11.429,1.729,6.000,300.000,0.020,6.000,436.000,0.295,0.361
118.87,110444,19.536,0.000,2.179,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.108,19.536
118.87,111123,20.000,0.000,-0.100,5.717,0.000,5.717,0.000,-0.000,35.000,-3.870,-0.000,5.000,-0.035,20.000
118.87,108163,2.265,0.000,4.929,0.000,5.600,0.000,5.600,8.000,209.000,-1.030,8.000,290.000,4.832,2.265
118.87,107936,1.065,0.000,2.631,0.000,3.600,0.000,3.600,8.000,353.000,-0.930,8.000,457.000,2.439,1.065
118.87,107243,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,21.000,0.000,0.571,15.000,0.000,0.004
118.87,110872,19.990,0.000,-0.041,11.429,0.229,11.429,0.229,-2.572,169.000,-3.920,-2.572,84.000,0.000,19.990
118.87,109506,14.354,0.000,10.184,-11.429,9.086,-11.429,9.086,-4.285,-333.000,-3.210,-4.285,-318.000,10.119,14.354
118.87,110676,19.900,0.000,0.596,11.429,0.914,11.429,0.914,-4.857,107.000,-3.940,-4.857,161.000,0.558,19.900
118.87,107422,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,-0.010,3.143,47.000,0.000,0.065
118.87,108398,3.585,0.000,6.992,0.000,7.200,0.000,7.200,8.000,116.000,-0.620,8.000,123.000,7.200,3.585
118.87,109844,16.775,0.000,8.192,-11.429,7.200,-11.429,7.200,-7.714,-423.000,-3.170,-7.714,-372.000,8.192,16.775
118.87,108784,7.039,0.000,9.859,-11.429,9.486,-11.429,9.486,3.714,-263.000,-0.350,3.714,-314.000,10.290,7.039
118.87,109030,9.500,0.000,10.639,-11.429,9.986,-11.429,9.986,0.857,-269.000,-1.720,0.857,-273.000,10.268,9.500
118.87,107951,1.065,0.000,2.824,0.000,3.600,0.000,3.600,8.000,353.000,-0.980,8.000,327.000,2.680,1.065
118.87,110382,19.415,0.000,2.751,0.000,2.800,0.000,2.800,-8.000,-19.000,-3.710,-8.000,35.000,2.892,19.415
118.87,109918,17.435,0.000,7.634,-0.002,6.400,-0.002,6.400,-8.000,-423.000,-3.080,-8.000,-351.000,7.737,17.435
118.87,109675,15.639,0.000,9.577,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.220,-6.000,-387.000,9.485,15.639
118.87,107631,0.275,0.000,0.214,11.429,1.429,11.429,1.429,5.429,300.000,0.020,5.429,436.000,0.236,0.275
118.87,110787,19.961,0.000,0.054,11.429,0.514,11.429,0.514,-3.715,169.000,-3.980,-3.715,214.000,0.035,19.961
118.87,110879,19.990,0.000,-0.041,11.429,0.229,11.429,0.229,-2.572,169.000,-3.940,-2.572,84.000,0.000,19.990
118.87,107989,1.265,0.000,3.228,0.000,4.000,0.000,4.000,8.000,353.000,-1.050,8.000,327.000,3.125,1.265
118.87,109888,17.115,0.000,7.834,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.100,-8.000,-372.000,7.864,17.115
118.87,109397,12.961,0.000,10.460,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-3.070,-2.571,-241.000,10.376,12.961
118.88,110912,19.997,0.000,-0.068,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.003,19.997
118.88,111053,20.000,0.000,-0.081,11.429,0.000,11.429,0.000,-0.286,68.000,-3.880,-0.286,5.000,0.000,20.000
118.88,107323,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,-0.010,2.000,47.000,0.000,0.021
118.88,111038,20.000,0.000,-0.073,11.429,0.014,11.429,0.014,-0.857,68.000,-3.890,-0.857,5.000,0.000,20.000
118.88,109237,11.496,0.000,10.512,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.860,-0.857,-234.000,10.379,11.496
118.88,109100,10.000,0.000,10.658,-11.429,10.000,-11.429,10.000,0.286,-269.000,-2.290,0.286,-273.000,10.604,10.000
118.88,110102,18.275,0.000,5.531,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.020,-8.000,-299.000,5.553,18.275
118.88,108392,3.585,0.000,6.992,0.000,7.200,0.000,7.200,8.000,116.000,-0.620,8.000,123.000,7.200,3.585
118.88,109253,11.990,0.000,10.517,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.900,-1.428,-234.000,10.417,11.990
118.88,107958,1.265,0.000,2.824,0.000,4.000,0.000,4.000,8.000,353.000,-0.980,8.000,327.000,2.680,1.265
118.88,109195,10.999,0.000,10.485,-5.712,9.986,-5.712,9.986,-0.286,-207.000,-2.800,-0.286,-234.000,10.385,10.999
118.88,109976,17.735,0.000,6.989,0.000,6.000,0.000,6.000,-8.000,-423.000,-3.040,-8.000,-351.000,7.003,17.735
118.88,107851,0.725,0.000,1.818,11.429,2.800,11.429,2.800,7.714,478.000,-0.510,7.714,457.000,1.645,0.725
118.88,109458,13.900,0.000,10.206,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.130,-3.714,-318.000,10.230,13.900
118.89,109719,16.036,0.000,9.119,-11.429,7.943,-11.429,7.943,-6.571,-378.000,-3.200,-6.571,-387.000,9.227,16.036
118.89,109795,16.415,0.000,8.704,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.180,-7.143,-372.000,8.715,16.415
118.89,110920,19.997,0.000,-0.060,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.003,19.997
118.89,107217,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,-84.000,0.000,0.571,15.000,0.000,0.004
118.89,107276,0.010,0.000,0.003,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,15.000,0.000,0.010
118.89,109774,16.415,0.000,8.797,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.891,16.415
118.89,107393,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,-0.010,2.571,47.000,0.000,0.039
118.89,107477,0.100,0.000,0.003,11.429,0.700,11.429,0.700,3.714,131.000,-0.010,3.714,257.000,0.000,0.100
118.89,108379,3.585,0.000,6.848,0.000,7.200,0.000,7.200,8.000,116.000,-0.640,8.000,123.000,7.054,3.585
118.89,110796,19.961,0.000,0.054,11.429,0.514,11.429,0.514,-3.715,169.000,-3.980,-3.715,214.000,0.035,19.961
118.89,110120,18.515,0.000,5.531,-0.000,4.800,-0.000,4.800,-8.000,-291.000,-3.010,-8.000,-299.000,5.553,18.515
118.89,109011,9.500,0.000,10.685,-11.429,9.986,-11.429,9.986,0.857,-64.000,-1.590,0.857,-273.000,10.154,9.500
118.89,109748,16.036,0.000,8.943,-11.429,7.943,-11.429,7.943,-6.571,-378.000,-3.170,-6.571,-372.000,8.948,16.036
118.89,109210,11.496,0.000,10.507,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.830,-0.857,-234.000,10.444,11.496
118.89,109997,17.735,0.000,6.775,0.000,6.000,0.000,6.000,-8.000,-291.000,-3.010,-8.000,-351.000,6.813,17.735
118.89,111063,20.000,0.000,-0.081,11.429,0.000,11.429,0.000,-0.286,68.000,-3.860,-0.286,5.000,0.000,20.000
118.89,107296,0.010,0.000,0.003,17.143,0.129,17.143,0.129,1.429,21.000,-0.010,1.429,15.000,0.000,0.010
118.89,110417,19.536,0.000,2.387,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.518,19.536
118.89,109280,11.990,0.000,10.509,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.910,-1.428,-241.000,10.469,11.990
118.89,110391,19.415,0.000,2.751,0.000,2.800,0.000,2.800,-8.000,-19.000,-3.710,-8.000,35.000,2.699,19.415
118.89,111007,20.000,0.000,-0.065,11.429,0.014,11.429,0.014,-0.857,68.000,-3.910,-0.857,84.000,0.003,20.000
118.89,108351,3.225,0.000,6.696,0.000,6.800,0.000,6.800,8.000,58.000,-0.660,8.000,123.000,6.604,3.225
118.89,109854,17.115,0.000,8.192,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.150,-8.000,-372.000,8.192,17.115
118.9,110667,19.900,0.000,0.596,11.429,0.914,11.429,0.914,-4.857,107.000,-3.940,-4.857,161.000,0.558,19.900
118.9,109629,15.225,0.000,9.723,-11.429,8.572,-11.429,8.572,-5.428,-333.000,-3.260,-5.428,-387.000,9.615,15.225
118.9,108487,4.361,0.000,7.818,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.590,7.143,33.000,7.639,4.361
118.9,109439,13.435,0.000,10.328,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.110,-3.143,-318.000,10.347,13.435
118.9,108821,7.521,0.000,10.054,-11.429,9.643,-11.429,9.643,3.143,-263.000,-0.330,3.143,-314.000,10.523,7.521
118.9,110251,18.935,0.000,4.135,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.320,-8.000,-83.000,3.984,18.935
118.9,109526,14.354,0.000,10.092,-11.429,9.086,-11.429,9.086,-4.285,-333.000,-3.230,-4.285,-318.000,10.122,14.354
118.9,110532,19.725,0.000,1.547,11.429,1.729,11.429,1.729,-6.572,152.000,-3.780,-6.572,35.000,1.439,19.725
118.9,107706,0.464,0.000,0.621,11.429,2.057,11.429,2.057,6.571,300.000,0.000,6.571,436.000,0.623,0.464
118.9,107374,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,0.000,2.571,47.000,0.000,0.039
118.9,110891,19.990,0.000,-0.054,11.429,0.229,11.429,0.229,-2.572,169.000,-3.940,-2.572,84.000,0.000,19.990
118.9,110901,19.990,0.000,-0.068,11.429,0.229,11.429,0.229,-2.572,169.000,-3.940,-2.572,84.000,0.003,19.990
118.9,107774,0.585,0.000,1.049,11.429,2.414,11.429,2.414,7.143,478.000,-0.180,7.143,436.000,1.005,0.585
118.9,110309,19.275,0.000,3.642,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.540,-8.000,-83.000,3.425,19.275
118.9,108109,1.985,0.000,4.290,0.000,5.200,0.000,5.200,8.000,209.000,-1.120,8.000,290.000,4.371,1.985
118.9,109148,10.500,0.000,10.569,-5.714,10.000,-5.714,10.000,0.000,-269.000,-2.610,0.000,-234.000,10.246,10.500
118.91,110136,18.515,0.000,5.298,-0.000,4.800,-0.000,4.800,-8.000,-291.000,-3.020,-8.000,-299.000,5.363,18.515
118.91,107941,1.065,0.000,2.631,0.000,3.600,0.000,3.600,8.000,353.000,-0.930,8.000,457.000,2.439,1.065
118.91,109057,10.000,0.000,10.563,-11.429,10.000,-11.429,10.000,0.286,-269.000,-1.800,0.286,-273.000,10.661,10.000
118.91,110053,18.275,0.000,6.078,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.000,-8.000,-351.000,6.211,18.275
118.91,111081,20.000,0.000,-0.092,11.429,0.000,11.429,0.000,-0.286,68.000,-3.860,-0.286,5.000,0.000,20.000
118.91,110319,19.275,0.000,3.642,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.540,-8.000,-83.000,3.425,19.275
118.91,109901,17.115,0.000,7.634,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.070,-8.000,-351.000,7.737,17.115
118.91,108632,5.646,0.000,9.241,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.280,5.429,-254.000,9.428,5.646
118.91,108905,8.504,0.000,10.217,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.610,2.000,-314.000,11.005,8.504
118.91,108461,4.361,0.000,7.601,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.580,7.143,33.000,7.639,4.361
118.91,110540,19.725,0.000,1.415,11.429,1.729,11.429,1.729,-6.572,152.000,-3.780,-6.572,35.000,1.439,19.725
118.91,108691,6.100,0.000,9.731,-11.429,9.086,-11.429,9.086,4.857,-6.000,-0.260,4.857,-254.000,9.935,6.100
118.91,109184,10.999,0.000,10.485,-5.712,9.986,-5.712,9.986,-0.286,-207.000,-2.800,-0.286,-234.000,10.385,10.999
118.91,109959,17.735,0.000,7.287,0.000,6.000,0.000,6.000,-8.000,-423.000,-3.060,-8.000,-351.000,7.222,17.735
118.91,110294,19.115,0.000,3.848,0.000,3.600,0.000,3.600,-8.000,-144.000,-3.470,-8.000,-83.000,3.639,19.115
118.91,110352,19.275,0.000,3.160,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.670,-8.000,-83.000,3.049,19.275
118.91,111015,20.000,0.000,-0.065,11.429,0.014,11.429,0.014,-0.857,68.000,-3.910,-0.857,84.000,0.003,20.000
118.91,108580,5.204,0.000,8.826,-11.429,8.571,-11.429,8.571,6.000,-6.000,-0.370,6.000,33.000,9.016,5.204
118.91,107667,0.361,0.000,0.379,11.429,1.729,11.429,1.729,6.000,300.000,0.010,6.000,436.000,0.295,0.361
118.91,110095,18.275,0.000,5.702,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.020,-8.000,-299.000,5.780,18.275
118.91,108881,8.010,0.000,9.994,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.470,2.571,-314.000,10.805,8.010
118.96,107717,0.464,0.000,0.621,11.429,2.057,11.429,2.057,6.571,300.000,-0.030,6.571,436.000,0.623,0.464
118.96,110233,18.935,0.000,4.293,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.240,-8.000,-83.000,4.230,18.935
118.96,109688,15.639,0.000,9.401,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.220,-6.000,-387.000,9.322,15.639
118.96,107995,1.265,0.000,3.228,0.000,4.000,0.000,4.000,8.000,353.000,-1.090,8.000,327.000,3.125,1.265
118.96,110801,19.961,0.000,0.011,11.429,0.514,11.429,0.514,-3.715,169.000,-3.980,-3.715,214.000,0.035,19.961
118.96,108138,1.985,0.000,4.463,0.000,5.200,0.000,5.200,8.000,209.000,-1.080,8.000,290.000,4.596,1.985
118.97,107433,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,-0.010,3.143,47.000,0.000,0.065
118.97,107352,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,0.000,2.000,47.000,0.000,0.021
118.97,111110,20.000,0.000,-0.095,5.717,0.000,5.717,0.000,-0.000,35.000,-3.860,-0.000,5.000,-0.011,20.000
118.97,110038,18.015,0.000,6.371,-0.000,5.600,-0.000,5.600,-8.000,-291.000,-3.020,-8.000,-351.000,6.387,18.015
118.97,110928,19.997,0.000,-0.060,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.005,19.997
118.97,109022,9.500,0.000,10.639,-11.429,9.986,-11.429,9.986,0.857,-269.000,-1.590,0.857,-273.000,10.154,9.500
118.97,110953,19.997,0.000,-0.057,11.429,0.129,11.429,0.129,-2.000,68.000,-3.940,-2.000,84.000,0.005,19.997
118.97,110334,19.275,0.000,3.377,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.590,-8.000,-83.000,3.217,19.275
118.97,109261,11.990,0.000,10.561,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.900,-1.428,-234.000,10.469,11.990
118.97,107549,0.146,0.000,0.076,11.429,0.914,11.429,0.914,4.286,131.000,-0.050,4.286,257.000,0.049,0.146
118.97,109093,10.000,0.000,10.658,-11.429,10.000,-11.429,10.000,0.286,-269.000,-2.160,0.286,-273.000,10.604,10.000
118.97,108093,1.725,0.000,4.168,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,4.100,1.725
118.97,108479,4.361,0.000,7.601,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.580,7.143,33.000,7.639,4.361
118.97,108767,7.039,0.000,10.024,-11.429,9.486,-11.429,9.486,3.714,-263.000,-0.350,3.714,-254.000,10.290,7.039
118.97,107456,0.100,0.000,0.000,11.429,0.700,11.429,0.700,3.714,131.000,-0.010,3.714,47.000,0.000,0.100
118.97,110326,19.275,0.000,3.377,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.590,-8.000,-83.000,3.217,19.275
118.97,108675,6.100,0.000,9.534,-11.429,9.086,-11.429,9.086,4.857,-6.000,-0.270,4.857,-254.000,9.875,6.100
118.97,107538,0.146,0.000,0.051,11.429,0.914,11.429,0.914,4.286,131.000,-0.040,4.286,257.000,0.022,0.146
118.97,109710,16.036,0.000,9.257,-11.429,7.943,-11.429,7.943,-6.571,-378.000,-3.200,-6.571,-387.000,9.227,16.036
118.97,108889,8.010,0.000,9.994,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.530,2.571,-314.000,10.805,8.010
118.97,109468,13.900,0.000,10.206,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.170,-3.714,-318.000,10.157,13.900
118.98,110199,18.735,0.000,4.721,0.000,4.400,0.000,4.400,-8.000,-144.000,-3.090,-8.000,-299.000,4.631,18.735
118.98,109291,11.990,0.000,10.509,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-3.000,-1.428,-241.000,10.385,11.990
118.98,109813,16.775,0.000,8.588,-11.429,7.200,-11.429,7.200,-7.714,-378.000,-3.170,-7.714,-372.000,8.504,16.775
118.98,110684,19.900,0.000,0.491,11.429,0.914,11.429,0.914,-4.857,107.000,-3.950,-4.857,161.000,0.444,19.900
118.98,110173,18.735,0.000,5.011,0.000,4.400,0.000,4.400,-8.000,-144.000,-3.010,-8.000,-299.000,4.924,18.735
118.98,109647,15.225,0.000,9.628,-11.429,8.572,-11.429,8.572,-5.428,-333.000,-3.260,-5.428,-387.000,9.561,15.225
118.98,109967,17.735,0.000,6.989,0.000,6.000,0.000,6.000,-8.000,-423.000,-3.060,-8.000,-351.000,7.003,17.735
118.98,110641,19.854,0.000,0.726,11.429,1.157,11.429,1.157,-5.429,107.000,-3.930,-5.429,161.000,0.675,19.854
118.98,108047,1.485,0.000,3.807,0.000,4.400,0.000,4.400,8.000,209.000,-1.160,8.000,327.000,3.528,1.485
118.98,107860,0.885,0.000,2.011,5.714,3.200,5.714,3.200,8.000,478.000,-0.590,8.000,457.000,1.645,0.885
118.98,110840,19.979,0.000,-0.014,11.429,0.357,11.429,0.357,-3.143,169.000,-3.930,-3.143,214.000,0.003,19.979
118.98,108183,2.265,0.000,5.141,0.000,5.600,0.000,5.600,8.000,209.000,-0.990,8.000,290.000,5.274,2.265
118.98,109680,15.639,0.000,9.401,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.220,-6.000,-387.000,9.485,15.639
