[794.26] timestamp,right_position,heading,real_right_velocity,right_jerk,right_velocity,left_jerk,left_velocity,right_accel,right_error,real_heading,left_accel,left_error,real_left_velocity,left_position
[794.63] 756757,12.961,0.000,10.482,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-2.630,-2.571,-250.000,10.387,12.961
[794.63] 108007,1.485,0.000,3.439,0.000,4.400,0.000,4.400,8.000,353.000,-1.090,8.000,327.000,3.328,1.485
[794.63] 110482,19.639,0.000,1.845,11.426,2.057,11.426,2.057,-7.143,152.000,-3.720,-7.143,35.000,1.927,19.639
[794.63] 754911,0.146,0.000,0.057,11.429,0.914,11.429,0.914,4.286,131.000,0.000,4.286,257.000,0.000,0.146
[794.63] 758435,20.000,0.000,-0.087,11.429,0.000,11.429,0.000,-0.286,68.000,-2.520,-0.286,5.000,0.000,20.000
[794.63] 108434,3.964,0.000,7.439,-5.714,7.586,-5.714,7.586,7.714,116.000,-0.570,7.714,123.000,7.423,3.964
[794.63] 756808,13.435,0.000,10.447,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-2.700,-3.143,-250.000,10.357,13.435
[794.63] 755436,1.725,0.000,3.848,-0.000,4.800,-0.000,4.800,8.000,193.000,-0.630,8.000,413.000,3.756,1.725
[794.63] 108622,5.646,0.000,9.187,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.320,5.429,-254.000,9.428,5.646
[794.63] 755050,0.361,0.000,0.369,11.429,1.729,11.429,1.729,6.000,381.000,-0.010,6.000,436.000,0.336,0.361
[794.63] 754845,0.100,0.000,0.000,11.429,0.700,11.429,0.700,3.714,131.000,0.000,3.714,84.000,0.000,0.100
[794.63] 758226,19.979,0.000,0.000,11.429,0.357,11.429,0.357,-3.143,172.000,-2.770,-3.143,155.000,0.000,19.979
[794.63] 755504,1.985,0.000,4.515,0.000,5.200,0.000,5.200,8.000,193.000,-0.540,8.000,228.000,4.531,1.985
[794.63] 756075,6.100,0.000,9.959,-11.429,9.086,-11.429,9.086,4.857,-326.000,0.290,4.857,-185.000,9.935,6.100
[794.63] 755035,0.361,0.000,0.304,11.429,1.729,11.429,1.729,6.000,381.000,-0.030,6.000,436.000,0.236,0.361
[794.63] 755044,0.361,0.000,0.369,11.429,1.729,11.429,1.729,6.000,381.000,-0.010,6.000,436.000,0.336,0.361
[794.63] 758032,19.900,0.000,0.618,11.429,0.914,11.429,0.914,-4.857,108.000,-2.820,-4.857,186.000,0.596,19.900
[794.63] 108221,2.565,0.000,5.401,-0.000,6.000,-0.000,6.000,8.000,58.000,-0.900,8.000,290.000,5.482,2.565
[794.63] 757417,18.015,0.000,6.209,-0.000,5.600,-0.000,5.600,-8.000,-336.000,-1.790,-8.000,-461.000,6.268,18.015
[794.64] 109298,11.990,0.000,10.509,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-3.000,-1.428,-241.000,10.385,11.990
[794.64] 108081,1.725,0.000,4.168,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,3.878,1.725
[794.64] 758074,19.900,0.000,0.388,11.429,0.914,11.429,0.914,-4.857,108.000,-2.820,-4.857,186.000,0.385,19.900
[794.64] 108451,3.964,0.000,7.490,-5.714,7.586,-5.714,7.586,7.714,116.000,-0.580,7.714,33.000,7.545,3.964
[794.64] 757076,15.639,0.000,9.290,-11.429,8.272,-11.429,8.272,-6.000,-405.000,-2.450,-6.000,-393.000,9.325,15.639
[794.64] 108986,9.001,0.000,10.756,-11.429,9.943,-11.429,9.943,1.429,-64.000,-1.290,1.429,-273.000,10.336,9.001
[794.64] 758494,20.000,0.000,-0.087,5.717,0.000,5.717,0.000,-0.000,33.000,-2.410,-0.000,5.000,0.000,20.000
[794.64] 756277,8.010,0.000,10.181,-11.429,9.771,-11.429,9.771,2.571,-138.000,-0.020,2.571,-414.000,10.826,8.010
[794.64] 755533,2.265,0.000,4.734,0.000,5.600,0.000,5.600,8.000,193.000,-0.480,8.000,228.000,4.802,2.265
[794.64] 756963,14.796,0.000,9.924,-11.429,8.843,-11.429,8.843,-4.857,-342.000,-2.620,-4.857,-393.000,9.940,14.796
[794.64] 757641,19.115,0.000,3.927,0.000,3.600,0.000,3.600,-8.000,-115.000,-2.220,-8.000,-13.000,3.751,19.115
[794.64] 758054,19.900,0.000,0.504,11.429,0.914,11.429,0.914,-4.857,108.000,-2.820,-4.857,186.000,0.491,19.900
[794.64] 757623,18.935,0.000,4.060,-0.000,4.000,-0.000,4.000,-8.000,-115.000,-2.230,-8.000,-13.000,4.027,18.935
[794.64] 758108,19.935,0.000,0.268,11.429,0.700,11.429,0.700,-4.286,108.000,-2.800,-4.286,155.000,0.276,19.935
[794.64] 107400,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,-0.010,2.571,47.000,0.000,0.039
[794.64] 758332,19.999,0.000,-0.070,11.429,0.057,11.429,0.057,-1.429,68.000,-2.710,-1.429,80.000,0.014,19.999
[794.64] 755656,2.885,0.000,6.013,-0.000,6.400,-0.000,6.400,8.000,40.000,-0.260,8.000,228.000,5.984,2.885
[794.65] 110883,19.990,0.000,-0.054,11.429,0.229,11.429,0.229,-2.572,169.000,-3.940,-2.572,84.000,0.000,19.990
[794.65] 109492,13.900,0.000,10.189,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.190,-3.714,-318.000,10.130,13.900
[794.65] 758395,20.000,0.000,-0.081,11.429,0.014,11.429,0.014,-0.857,68.000,-2.610,-0.857,80.000,0.000,20.000
[794.65] 758135,19.961,0.000,0.095,11.429,0.514,11.429,0.514,-3.715,108.000,-2.790,-3.715,155.000,0.114,19.961
[794.65] 108721,6.565,0.000,9.848,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.290,4.286,-254.000,10.141,6.565
[794.65] 111116,20.000,0.000,-0.095,5.717,0.000,5.717,0.000,-0.000,35.000,-3.860,-0.000,5.000,-0.011,20.000
[794.65] 756108,6.565,0.000,10.032,-11.429,9.300,-11.429,9.300,4.286,-326.000,0.220,4.286,-185.000,10.303,6.565
[794.65] 107638,0.275,0.000,0.274,11.429,1.429,11.429,1.429,5.429,300.000,0.020,5.429,436.000,0.236,0.275
[794.65] 756677,11.990,0.000,10.604,-11.429,9.871,-11.429,9.871,-1.428,-240.000,-2.380,-1.428,-250.000,10.477,11.990
[794.65] 755471,1.725,0.000,4.206,-0.000,4.800,-0.000,4.800,8.000,193.000,-0.580,8.000,413.000,4.133,1.725
[794.65] 755096,0.464,0.000,0.547,11.429,2.057,11.429,2.057,6.571,381.000,-0.010,6.571,436.000,0.553,0.464
[794.65] 756648,11.990,0.000,10.645,-11.429,9.871,-11.429,9.871,-1.428,-240.000,-2.290,-1.428,-126.000,10.547,11.990
[794.65] 757818,19.536,0.000,2.182,5.712,2.414,5.712,2.414,-7.714,-6.000,-2.680,-7.714,121.000,2.157,19.536
[794.65] 108924,8.504,0.000,10.320,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.730,2.000,-314.000,10.864,8.504
[794.65] 108537,4.775,0.000,8.233,-11.429,8.271,-11.429,8.271,6.571,-6.000,-0.530,6.571,33.000,8.439,4.775
[794.65] 757826,19.536,0.000,2.182,5.712,2.414,5.712,2.414,-7.714,-6.000,-2.690,-7.714,121.000,2.157,19.536
[794.65] 757337,17.735,0.000,7.078,0.000,6.000,0.000,6.000,-8.000,-296.000,-1.800,-8.000,-461.000,7.149,17.735
[794.65] 756893,14.354,0.000,10.141,-11.429,9.086,-11.429,9.086,-4.285,-342.000,-2.780,-4.285,-338.000,10.181,14.354
[794.65] 757128,16.036,0.000,8.970,-11.429,7.943,-11.429,7.943,-6.571,-405.000,-2.350,-6.571,-393.000,9.049,16.036
[794.65] 109923,17.435,0.000,7.531,-0.002,6.400,-0.002,6.400,-8.000,-423.000,-3.080,-8.000,-351.000,7.737,17.435
[794.66] 110475,19.639,0.000,1.997,11.426,2.057,11.426,2.057,-7.143,152.000,-3.720,-7.143,35.000,1.927,19.639
[794.66] 754904,0.146,0.000,0.057,11.429,0.914,11.429,0.914,4.286,131.000,0.000,4.286,257.000,0.000,0.146
[794.66] 110369,19.415,0.000,2.967,0.000,2.800,0.000,2.800,-8.000,-19.000,-3.710,-8.000,-83.000,2.892,19.415
[794.66] 107978,1.265,0.000,3.049,0.000,4.000,0.000,4.000,8.000,353.000,-1.010,8.000,327.000,2.921,1.265
[794.66] 107748,0.464,0.000,0.908,11.429,2.057,11.429,2.057,6.571,478.000,-0.070,6.571,436.000,0.883,0.464
[794.66] 108795,7.039,0.000,9.859,-11.429,9.486,-11.429,9.486,3.714,-263.000,-0.350,3.714,-314.000,10.393,7.039
[794.66] 109140,10.500,0.000,10.694,-5.714,10.000,-5.714,10.000,0.000,-269.000,-2.490,0.000,-234.000,10.455,10.500
[794.66] 755293,1.065,0.000,2.423,0.000,3.600,0.000,3.600,8.000,354.000,-0.540,8.000,405.000,2.222,1.065
[794.66] 107892,0.885,0.000,2.228,5.714,3.200,5.714,3.200,8.000,353.000,-0.670,8.000,457.000,2.030,0.885
[794.66] 110757,19.961,0.000,0.179,11.429,0.514,11.429,0.514,-3.715,107.000,-3.990,-3.715,214.000,0.141,19.961
[794.66] 754585,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,44.000,0.000,0.571,31.000,0.000,0.004
[794.66] 110809,19.979,0.000,0.011,11.429,0.357,11.429,0.357,-3.143,169.000,-3.950,-3.143,214.000,0.008,19.979
[794.66] 110692,19.900,0.000,0.491,11.429,0.914,11.429,0.914,-4.857,107.000,-3.950,-4.857,161.000,0.444,19.900
[794.66] 756348,9.001,0.000,10.371,-11.429,9.943,-11.429,9.943,1.429,-138.000,-0.560,1.429,-165.000,10.260,9.001
[794.66] 110162,18.735,0.000,5.011,0.000,4.400,0.000,4.400,-8.000,-144.000,-3.010,-8.000,-299.000,4.924,18.735
[794.67] 754683,0.010,0.000,0.000,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,31.000,0.000,0.010
[794.67] 107530,0.146,0.000,0.051,11.429,0.914,11.429,0.914,4.286,131.000,-0.040,4.286,257.000,0.022,0.146
[794.67] 757397,18.015,0.000,6.374,-0.000,5.600,-0.000,5.600,-8.000,-336.000,-1.740,-8.000,-461.000,6.455,18.015
[794.67] 109595,14.796,0.000,9.908,-11.429,8.843,-11.429,8.843,-4.857,-333.000,-3.230,-4.857,-387.000,9.878,14.796
[794.67] 108425,3.964,0.000,7.439,-5.714,7.586,-5.714,7.586,7.714,116.000,-0.570,7.714,123.000,7.257,3.964
[794.67] 757346,17.735,0.000,7.078,0.000,6.000,0.000,6.000,-8.000,-296.000,-1.750,-8.000,-461.000,7.149,17.735
[794.67] 755733,3.585,0.000,6.626,0.000,7.200,0.000,7.200,8.000,40.000,-0.160,8.000,80.000,6.637,3.585
[794.67] 110634,19.854,0.000,0.864,11.429,1.157,11.429,1.157,-5.429,107.000,-3.930,-5.429,161.000,0.780,19.854
[794.67] 111143,20.000,0.000,-0.106,5.717,0.000,5.717,0.000,-0.000,35.000,-3.870,-0.000,5.000,-0.062,20.000
[794.67] 755528,1.985,0.000,4.734,0.000,5.200,0.000,5.200,8.000,193.000,-0.510,8.000,228.000,4.802,1.985
[794.67] 108035,1.485,0.000,3.621,0.000,4.400,0.000,4.400,8.000,353.000,-1.160,8.000,327.000,3.528,1.485
[794.67] 109420,13.435,0.000,10.374,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.080,-3.143,-318.000,10.347,13.435
[794.67] 755680,2.885,0.000,6.282,-0.000,6.400,-0.000,6.400,8.000,40.000,-0.230,8.000,80.000,6.317,2.885
[794.67] 108069,1.725,0.000,3.984,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,3.707,1.725
[794.67] 758379,19.999,0.000,-0.081,11.429,0.057,11.429,0.057,-1.429,68.000,-2.640,-1.429,80.000,0.000,19.999
[794.67] 108843,7.521,0.000,9.994,-11.429,9.643,-11.429,9.643,3.143,-263.000,-0.340,3.143,-314.000,10.639,7.521
[794.67] 109862,17.115,0.000,8.040,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.150,-8.000,-372.000,8.192,17.115
[794.67] 756911,14.354,0.000,10.097,-11.429,9.086,-11.429,9.086,-4.285,-342.000,-2.760,-4.285,-338.000,10.181,14.354
[794.67] 110600,19.797,0.000,0.986,11.429,1.429,11.429,1.429,-6.000,152.000,-3.910,-6.000,161.000,1.016,19.797
[794.68] 755842,4.361,0.000,7.704,-11.429,7.943,-11.429,7.943,7.143,136.000,-0.050,7.143,-7.000,7.555,4.361
[794.68] 755983,5.646,0.000,8.940,-11.429,8.843,-11.429,8.843,5.429,-9.000,0.300,5.429,-7.000,9.027,5.646
[794.68] 107728,0.464,0.000,0.743,11.429,2.057,11.429,2.057,6.571,478.000,-0.030,6.571,436.000,0.745,0.464
[794.68] 757596,18.935,0.000,4.268,-0.000,4.000,-0.000,4.000,-8.000,-115.000,-2.210,-8.000,-216.000,4.233,18.935
[794.68] 756083,6.565,0.000,9.959,-11.429,9.300,-11.429,9.300,4.286,-326.000,0.290,4.286,-185.000,10.065,6.565
[794.68] 756459,10.000,0.000,10.639,-11.429,10.000,-11.429,10.000,0.286,-200.000,-1.360,0.286,-165.000,10.507,10.000
[794.68] 109663,15.639,0.000,9.577,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.240,-6.000,-387.000,9.485,15.639
[794.68] 758338,19.999,0.000,-0.070,11.429,0.057,11.429,0.057,-1.429,68.000,-2.710,-1.429,80.000,0.005,19.999
[794.68] 108733,6.565,0.000,9.848,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.310,4.286,-254.000,10.114,6.565
[794.68] 109370,12.961,0.000,10.469,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-3.050,-2.571,-241.000,10.374,12.961
[794.68] 110240,18.935,0.000,4.293,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.240,-8.000,-83.000,4.230,18.935
[794.68] 754832,0.100,0.000,0.000,11.429,0.700,11.429,0.700,3.714,131.000,0.000,3.714,84.000,0.000,0.100
[794.68] 110576,19.797,0.000,1.274,11.429,1.429,11.429,1.429,-6.000,152.000,-3.880,-6.000,161.000,1.141,19.797
[794.68] 110936,19.997,0.000,-0.060,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.005,19.997
[794.68] 757730,19.275,0.000,3.179,-0.000,3.200,-0.000,3.200,-8.000,-6.000,-2.620,-8.000,-13.000,2.859,19.275
[794.68] 758387,20.000,0.000,-0.081,11.429,0.014,11.429,0.014,-0.857,68.000,-2.640,-0.857,80.000,0.000,20.000
[794.68] 110153,18.735,0.000,5.179,0.000,4.400,0.000,4.400,-8.000,-144.000,-3.030,-8.000,-299.000,5.187,18.735
[794.68] 110077,18.275,0.000,5.881,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.010,-8.000,-299.000,6.000,18.275
[794.68] 755247,0.885,0.000,1.995,5.714,3.200,5.714,3.200,8.000,504.000,-0.340,8.000,405.000,1.802,0.885
[794.69] 109498,13.900,0.000,10.189,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.190,-3.714,-318.000,10.130,13.900
[794.69] 754613,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,44.000,0.000,0.571,31.000,0.000,0.004
[794.69] 756311,8.504,0.000,10.301,-11.429,9.871,-11.429,9.871,2.000,-138.000,-0.320,2.000,-414.000,10.290,8.504
[794.69] 757952,19.797,0.000,1.117,11.429,1.429,11.429,1.429,-6.000,146.000,-2.730,-6.000,186.000,1.219,19.797
[794.69] 108056,1.725,0.000,3.807,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.170,8.000,327.000,3.707,1.725
[794.69] 755214,0.725,0.000,1.588,11.429,2.800,11.429,2.800,7.714,504.000,-0.250,7.714,405.000,1.463,0.725
[794.69] 756793,13.435,0.000,10.460,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-2.690,-3.143,-250.000,10.409,13.435
[794.69] 758046,19.900,0.000,0.618,11.429,0.914,11.429,0.914,-4.857,108.000,-2.820,-4.857,186.000,0.596,19.900
[794.69] 758182,19.979,0.000,0.011,11.429,0.357,11.429,0.357,-3.143,172.000,-2.780,-3.143,155.000,0.016,19.979
[794.69] 755011,0.275,0.000,0.241,11.429,1.429,11.429,1.429,5.429,381.000,-0.030,5.429,257.000,0.154,0.275
[794.69] 757104,16.036,0.000,9.171,-11.429,7.943,-11.429,7.943,-6.571,-405.000,-2.390,-6.571,-393.000,9.187,16.036
[794.69] 107833,0.725,0.000,1.607,11.429,2.800,11.429,2.800,7.714,478.000,-0.440,7.714,457.000,1.463,0.725
[794.69] 109271,11.990,0.000,10.561,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.910,-1.428,-241.000,10.469,11.990
[794.69] 108704,6.565,0.000,9.799,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.290,4.286,-254.000,10.141,6.565
[794.69] 758373,19.999,0.000,-0.081,11.429,0.057,11.429,0.057,-1.429,68.000,-2.660,-1.429,80.000,0.000,19.999
[794.69] 755336,1.265,0.000,2.802,0.000,4.000,0.000,4.000,8.000,354.000,-0.610,8.000,405.000,2.621,1.265
[794.69] 756496,10.500,0.000,10.707,-5.714,10.000,-5.714,10.000,0.000,-200.000,-1.690,0.000,-126.000,10.347,10.500
[794.69] 755999,5.646,0.000,8.940,-11.429,8.843,-11.429,8.843,5.429,-9.000,0.300,5.429,-185.000,9.276,5.646
[794.69] 756671,11.990,0.000,10.658,-11.429,9.871,-11.429,9.871,-1.428,-240.000,-2.380,-1.428,-250.000,10.542,11.990
[794.69] 754933,0.204,0.000,0.081,11.429,1.157,11.429,1.157,4.857,131.000,0.000,4.857,257.000,0.000,0.204
[794.69] 110772,19.961,0.000,0.111,11.429,0.514,11.429,0.514,-3.715,107.000,-4.000,-3.715,214.000,0.079,19.961
[794.7] 755834,4.361,0.000,7.550,-11.429,7.943,-11.429,7.943,7.143,136.000,-0.050,7.143,-7.000,7.555,4.361
[794.7] 756481,10.500,0.000,10.691,-5.714,10.000,-5.714,10.000,0.000,-200.000,-1.490,0.000,-165.000,10.458,10.500
[794.7] 757693,19.275,0.000,3.401,-0.000,3.200,-0.000,3.200,-8.000,-6.000,-2.490,-8.000,-13.000,3.309,19.275
[794.7] 754708,0.021,0.000,0.000,11.429,0.229,11.429,0.229,2.000,21.000,0.000,2.000,84.000,0.000,0.021
[794.7] 755725,3.225,0.000,6.626,0.000,6.800,0.000,6.800,8.000,40.000,-0.160,8.000,80.000,6.637,3.225
[794.7] 757112,16.036,0.000,8.970,-11.429,7.943,-11.429,7.943,-6.571,-405.000,-2.390,-6.571,-393.000,9.187,16.036
[794.7] 756319,8.504,0.000,10.298,-11.429,9.871,-11.429,9.871,2.000,-138.000,-0.430,2.000,-414.000,10.290,8.504
[794.7] 756555,10.999,0.000,10.604,-5.712,9.986,-5.712,9.986,-0.286,-200.000,-2.030,-0.286,-126.000,10.303,10.999
[794.7] 754789,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,0.010,3.143,84.000,0.000,0.065
[794.7] 757534,18.735,0.000,4.816,0.000,4.400,0.000,4.400,-8.000,-115.000,-2.060,-8.000,-216.000,4.862,18.735
[794.7] 755322,1.065,0.000,2.802,0.000,3.600,0.000,3.600,8.000,354.000,-0.610,8.000,405.000,2.621,1.065
[794.7] 109983,17.735,0.000,6.775,0.000,6.000,0.000,6.000,-8.000,-291.000,-3.040,-8.000,-351.000,6.813,17.735
[794.7] 758016,19.854,0.000,0.721,11.429,1.157,11.429,1.157,-5.429,108.000,-2.820,-5.429,186.000,0.713,19.854
[794.7] 758409,20.000,0.000,-0.081,11.429,0.014,11.429,0.014,-0.857,68.000,-2.610,-0.857,80.000,0.000,20.000
[794.7] 758427,20.000,0.000,-0.081,11.429,0.014,11.429,0.014,-0.857,68.000,-2.550,-0.857,5.000,0.000,20.000
[794.7] 107581,0.204,0.000,0.119,11.429,1.157,11.429,1.157,4.857,300.000,0.030,4.857,257.000,0.130,0.204
[794.7] 108126,1.985,0.000,4.463,0.000,5.200,0.000,5.200,8.000,209.000,-1.100,8.000,290.000,4.596,1.985
[794.7] 754868,0.100,0.000,0.000,11.429,0.700,11.429,0.700,3.714,131.000,0.000,3.714,257.000,0.000,0.100
[794.7] 108373,3.585,0.000,6.848,0.000,7.200,0.000,7.200,8.000,116.000,-0.640,8.000,123.000,7.054,3.585
[794.71] 757712,19.275,0.000,3.401,-0.000,3.200,-0.000,3.200,-8.000,-6.000,-2.560,-8.000,-13.000,3.070,19.275
[794.71] 758348,19.999,0.000,-0.070,11.429,0.057,11.429,0.057,-1.429,68.000,-2.690,-1.429,80.000,0.005,19.999
[794.71] 754607,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,44.000,0.000,0.571,31.000,0.000,0.004
[794.74] 107519,0.146,0.000,0.038,11.429,0.914,11.429,0.914,4.286,131.000,-0.030,4.286,257.000,0.000,0.146
[794.75] 758419,20.000,0.000,-0.081,11.429,0.014,11.429,0.014,-0.857,68.000,-2.550,-0.857,5.000,0.000,20.000
[794.75] 109307,12.479,0.000,10.444,-11.429,9.771,-11.429,9.771,-2.000,-207.000,-3.030,-2.000,-241.000,10.347,12.479
[794.75] 757135,16.415,0.000,8.853,-11.429,7.586,-11.429,7.586,-7.143,-405.000,-2.280,-7.143,-371.000,8.932,16.415
[794.75] 758275,19.990,0.000,-0.024,11.429,0.229,11.429,0.229,-2.572,172.000,-2.750,-2.572,80.000,0.014,19.990
[794.75] 107507,0.146,0.000,0.038,11.429,0.914,11.429,0.914,4.286,131.000,-0.030,4.286,257.000,0.000,0.146
[794.75] 110218,18.935,0.000,4.431,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.140,-8.000,-299.000,4.433,18.935
[794.75] 107910,1.065,0.000,2.428,0.000,3.600,0.000,3.600,8.000,353.000,-0.880,8.000,457.000,2.217,1.065
[794.75] 758365,19.999,0.000,-0.070,11.429,0.057,11.429,0.057,-1.429,68.000,-2.660,-1.429,80.000,0.003,19.999
[794.75] 755173,0.585,0.000,1.171,11.429,2.414,11.429,2.414,7.143,504.000,-0.170,7.143,436.000,1.125,0.585
[794.75] 755073,0.361,0.000,0.444,11.429,1.729,11.429,1.729,6.000,381.000,-0.010,6.000,436.000,0.450,0.361
[794.75] 107304,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,-0.010,2.000,47.000,0.000,0.021
[794.75] 758090,19.935,0.000,0.388,11.429,0.700,11.429,0.700,-4.286,108.000,-2.800,-4.286,186.000,0.385,19.935
[794.75] 107655,0.361,0.000,0.274,11.429,1.729,11.429,1.729,6.000,300.000,0.020,6.000,436.000,0.295,0.361
[794.75] 110444,19.536,0.000,2.179,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.108,19.536
[794.75] 111123,20.000,0.000,-0.100,5.717,0.000,5.717,0.000,-0.000,35.000,-3.870,-0.000,5.000,-0.035,20.000
[794.76] 757217,16.775,0.000,8.246,-11.429,7.200,-11.429,7.200,-7.714,-296.000,-2.110,-7.714,-371.000,8.322,16.775
[794.76] 756937,14.796,0.000,10.000,-11.429,8.843,-11.429,8.843,-4.857,-342.000,-2.690,-4.857,-338.000,10.054,14.796
[794.76] 754975,0.204,0.000,0.220,11.429,1.157,11.429,1.157,4.857,381.000,-0.040,4.857,257.000,0.084,0.204
[794.76] 755238,0.885,0.000,1.805,5.714,3.200,5.714,3.200,8.000,504.000,-0.340,8.000,405.000,1.626,0.885
[794.76] 109506,14.354,0.000,10.184,-11.429,9.086,-11.429,9.086,-4.285,-333.000,-3.210,-4.285,-318.000,10.119,14.354
[794.76] 757313,17.435,0.000,7.553,-0.002,6.400,-0.002,6.400,-8.000,-296.000,-1.870,-8.000,-461.000,7.637,17.435
[794.76] 108398,3.585,0.000,6.992,0.000,7.200,0.000,7.200,8.000,116.000,-0.620,8.000,123.000,7.200,3.585
[794.76] 758299,19.997,0.000,-0.043,11.429,0.129,11.429,0.129,-2.000,172.000,-2.750,-2.000,80.000,0.014,19.997
[794.76] 758401,20.000,0.000,-0.081,11.429,0.014,11.429,0.014,-0.857,68.000,-2.610,-0.857,80.000,0.000,20.000
[794.76] 107951,1.065,0.000,2.824,0.000,3.600,0.000,3.600,8.000,353.000,-0.980,8.000,327.000,2.680,1.065
[794.76] 758293,19.997,0.000,-0.024,11.429,0.129,11.429,0.129,-2.000,172.000,-2.750,-2.000,80.000,0.014,19.997
[794.76] 109918,17.435,0.000,7.634,-0.002,6.400,-0.002,6.400,-8.000,-423.000,-3.080,-8.000,-351.000,7.737,17.435
[794.77] 107631,0.275,0.000,0.214,11.429,1.429,11.429,1.429,5.429,300.000,0.020,5.429,436.000,0.236,0.275
[794.77] 110787,19.961,0.000,0.054,11.429,0.514,11.429,0.514,-3.715,169.000,-3.980,-3.715,214.000,0.035,19.961
[794.77] 755405,1.485,0.000,3.618,0.000,4.400,0.000,4.400,8.000,354.000,-0.630,8.000,413.000,3.558,1.485
[794.77] 111053,20.000,0.000,-0.081,11.429,0.000,11.429,0.000,-0.286,68.000,-3.880,-0.286,5.000,0.000,20.000
[794.77] 755598,2.565,0.000,5.642,-0.000,6.000,-0.000,6.000,8.000,40.000,-0.330,8.000,228.000,5.452,2.565
[794.77] 107323,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,-0.010,2.000,47.000,0.000,0.021
[794.77] 111038,20.000,0.000,-0.073,11.429,0.014,11.429,0.014,-0.857,68.000,-3.890,-0.857,5.000,0.000,20.000
[794.77] 755314,1.065,0.000,2.612,0.000,3.600,0.000,3.600,8.000,354.000,-0.580,8.000,405.000,2.404,1.065
[794.77] 755413,1.485,0.000,3.618,0.000,4.400,0.000,4.400,8.000,354.000,-0.630,8.000,413.000,3.558,1.485
[794.77] 109100,10.000,0.000,10.658,-11.429,10.000,-11.429,10.000,0.286,-269.000,-2.290,0.286,-273.000,10.604,10.000
[794.77] 110102,18.275,0.000,5.531,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.020,-8.000,-299.000,5.553,18.275
[794.77] 108392,3.585,0.000,6.992,0.000,7.200,0.000,7.200,8.000,116.000,-0.620,8.000,123.000,7.200,3.585
[794.83] 109253,11.990,0.000,10.517,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.900,-1.428,-234.000,10.417,11.990
[794.83] 754957,0.204,0.000,0.168,11.429,1.157,11.429,1.157,4.857,381.000,-0.020,4.857,257.000,0.030,0.204
[794.83] 755178,0.585,0.000,1.374,11.429,2.414,11.429,2.414,7.143,504.000,-0.200,7.143,405.000,1.279,0.585
[794.83] 109719,16.036,0.000,9.119,-11.429,7.943,-11.429,7.943,-6.571,-378.000,-3.200,-6.571,-387.000,9.227,16.036
[794.83] 757153,16.415,0.000,8.853,-11.429,7.586,-11.429,7.586,-7.143,-405.000,-2.280,-7.143,-371.000,8.932,16.415
[794.83] 756822,13.435,0.000,10.474,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-2.750,-3.143,-338.000,10.387,13.435
[794.83] 110920,19.997,0.000,-0.060,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.003,19.997
[794.83] 107217,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,-84.000,0.000,0.571,15.000,0.000,0.004
[794.83] 107276,0.010,0.000,0.003,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,15.000,0.000,0.010
[794.83] 109774,16.415,0.000,8.797,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.891,16.415
