[794.26] timestamp,right_position,heading,real_right_velocity,right_jerk,right_velocity,left_jerk,left_velocity,right_accel,right_error,real_heading,left_accel,left_error,real_left_velocity,left_position
[794.39] 108280,2.885,0.000,5.994,-0.000,6.400,-0.000,6.400,8.000,58.000,-0.750,8.000,123.000,6.022,2.885
[794.39] 110968,19.999,0.000,-0.065,11.429,0.057,11.429,0.057,-1.429,68.000,-3.940,-1.429,84.000,0.005,19.999
[794.39] 110126,18.515,0.000,5.298,-0.000,4.800,-0.000,4.800,-8.000,-291.000,-3.020,-8.000,-299.000,5.363,18.515
[794.39] 107226,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,-84.000,0.000,0.571,15.000,0.000,0.004
[794.39] 755592,2.565,0.000,5.461,-0.000,6.000,-0.000,6.000,8.000,40.000,-0.350,8.000,228.000,5.452,2.565
[794.39] 756999,15.225,0.000,9.767,-11.429,8.572,-11.429,8.572,-5.428,-342.000,-2.590,-5.428,-393.000,9.794,15.225
[794.39] 758216,19.979,0.000,0.000,11.429,0.357,11.429,0.357,-3.143,172.000,-2.770,-3.143,155.000,0.000,19.979
[794.39] 757735,19.415,0.000,2.962,0.000,2.800,0.000,2.800,-8.000,-6.000,-2.650,-8.000,-13.000,2.764,19.415
[794.39] 108681,6.100,0.000,9.731,-11.429,9.086,-11.429,9.086,4.857,-6.000,-0.260,4.857,-254.000,9.875,6.100
[794.39] 756694,12.479,0.000,10.569,-11.429,9.771,-11.429,9.771,-2.000,-240.000,-2.430,-2.000,-250.000,10.485,12.479
[794.39] 758285,19.997,0.000,-0.024,11.429,0.129,11.429,0.129,-2.000,172.000,-2.750,-2.000,80.000,0.014,19.997
[794.4] 109177,10.999,0.000,10.490,-5.712,9.986,-5.712,9.986,-0.286,-269.000,-2.750,-0.286,-234.000,10.170,10.999
[794.4] 754729,0.021,0.000,0.000,11.429,0.229,11.429,0.229,2.000,21.000,0.000,2.000,84.000,0.000,0.021
[794.4] 109605,15.225,0.000,9.788,-11.429,8.572,-11.429,8.572,-5.428,-333.000,-3.260,-5.428,-387.000,9.750,15.225
[794.4] 754894,0.146,0.000,0.011,11.429,0.914,11.429,0.914,4.286,131.000,0.000,4.286,257.000,0.000,0.146
[794.4] 110451,19.536,0.000,2.179,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.108,19.536
[794.4] 108543,4.775,0.000,8.233,-11.429,8.271,-11.429,8.271,6.571,-6.000,-0.440,6.571,33.000,8.439,4.775
[794.4] 108812,7.521,0.000,9.918,-11.429,9.643,-11.429,9.643,3.143,-263.000,-0.320,3.143,-314.000,10.523,7.521
[794.4] 109476,13.900,0.000,10.206,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.170,-3.714,-318.000,10.157,13.900
[794.4] 109615,15.225,0.000,9.788,-11.429,8.572,-11.429,8.572,-5.428,-333.000,-3.260,-5.428,-387.000,9.750,15.225
[794.4] 754827,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,0.000,3.143,84.000,0.000,0.065
[794.4] 755080,0.464,0.000,0.547,11.429,2.057,11.429,2.057,6.571,381.000,-0.010,6.571,436.000,0.553,0.464
[794.4] 108995,9.001,0.000,10.756,-11.429,9.943,-11.429,9.943,1.429,-64.000,-1.440,1.429,-273.000,10.336,9.001
[794.4] 110225,18.935,0.000,4.293,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.140,-8.000,-83.000,4.230,18.935
[794.4] 110750,19.935,0.000,0.179,11.429,0.700,11.429,0.700,-4.286,107.000,-3.990,-4.286,214.000,0.141,19.935
[794.4] 755261,0.885,0.000,2.219,5.714,3.200,5.714,3.200,8.000,354.000,-0.460,8.000,405.000,1.995,0.885
[794.4] 110698,19.900,0.000,0.491,11.429,0.914,11.429,0.914,-4.857,107.000,-3.950,-4.857,161.000,0.444,19.900
[794.4] 111099,20.000,0.000,-0.095,11.429,0.000,11.429,0.000,-0.286,35.000,-3.860,-0.286,5.000,0.000,20.000
[794.4] 756641,11.990,0.000,10.645,-11.429,9.871,-11.429,9.871,-1.428,-240.000,-2.290,-1.428,-126.000,10.547,11.990
[794.4] 111137,20.000,0.000,-0.100,5.717,0.000,5.717,0.000,-0.000,35.000,-3.870,-0.000,5.000,-0.035,20.000
[794.4] 108099,1.725,0.000,4.168,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,4.100,1.725
[794.41] 755928,4.775,0.000,8.517,-11.429,8.271,-11.429,8.271,6.571,-9.000,0.180,6.571,-7.000,8.788,4.775
[794.41] 758234,19.990,0.000,0.000,11.429,0.229,11.429,0.229,-2.572,172.000,-2.770,-2.572,155.000,0.008,19.990
[794.41] 758096,19.935,0.000,0.268,11.429,0.700,11.429,0.700,-4.286,108.000,-2.800,-4.286,155.000,0.276,19.935
[794.41] 756578,10.999,0.000,10.618,-5.712,9.986,-5.712,9.986,-0.286,-240.000,-2.120,-0.286,-126.000,10.423,10.999
[794.41] 757720,19.275,0.000,3.179,-0.000,3.200,-0.000,3.200,-8.000,-6.000,-2.620,-8.000,-13.000,2.859,19.275
[794.41] 107898,0.885,0.000,2.228,5.714,3.200,5.714,3.200,8.000,353.000,-0.820,8.000,457.000,2.030,0.885
[794.41] 758081,19.935,0.000,0.388,11.429,0.700,11.429,0.700,-4.286,108.000,-2.820,-4.286,186.000,0.385,19.935
[794.41] 108554,5.204,0.000,8.536,-11.429,8.571,-11.429,8.571,6.000,-6.000,-0.400,6.000,33.000,8.726,5.204
[794.41] 110738,19.935,0.000,0.179,11.429,0.700,11.429,0.700,-4.286,107.000,-3.990,-4.286,214.000,0.141,19.935
[794.41] 107264,0.010,0.000,0.003,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,15.000,0.000,0.010
[794.41] 110284,19.115,0.000,3.848,0.000,3.600,0.000,3.600,-8.000,-144.000,-3.400,-8.000,-83.000,3.639,19.115
[794.41] 109343,12.479,0.000,10.482,-11.429,9.771,-11.429,9.771,-2.000,-278.000,-3.050,-2.000,-241.000,10.366,12.479
[794.41] 107795,0.585,0.000,1.211,11.429,2.414,11.429,2.414,7.143,478.000,-0.300,7.143,457.000,1.146,0.585
[794.41] 111151,20.000,0.000,-0.106,5.717,0.000,5.717,0.000,-0.000,35.000,-3.870,-0.000,5.000,-0.062,20.000
[794.41] 755880,4.775,0.000,8.065,-11.429,8.271,-11.429,8.271,6.571,136.000,0.060,6.571,-7.000,8.008,4.775
[794.41] 109403,13.435,0.000,10.423,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.070,-3.143,-241.000,10.328,13.435
[794.42] 754807,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,0.000,3.143,84.000,0.000,0.065
[794.42] 109830,16.775,0.000,8.330,-11.429,7.200,-11.429,7.200,-7.714,-423.000,-3.170,-7.714,-372.000,8.347,16.775
[794.42] 108748,6.565,0.000,10.084,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.350,4.286,-254.000,10.181,6.565
[794.42] 107410,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,-0.010,3.143,47.000,0.000,0.065
[794.42] 110467,19.639,0.000,1.997,11.426,2.057,11.426,2.057,-7.143,152.000,-3.720,-7.143,35.000,1.927,19.639
[794.42] 755795,3.964,0.000,7.274,-5.714,7.586,-5.714,7.586,7.714,136.000,-0.090,7.714,80.000,7.279,3.964
[794.42] 110498,19.639,0.000,1.845,11.426,2.057,11.426,2.057,-7.143,152.000,-3.730,-7.143,35.000,1.745,19.639
[794.42] 110549,19.725,0.000,1.415,11.429,1.729,11.429,1.729,-6.572,152.000,-3.820,-6.572,161.000,1.287,19.725
[794.42] 110731,19.935,0.000,0.268,11.429,0.700,11.429,0.700,-4.286,107.000,-3.980,-4.286,214.000,0.228,19.935
[794.42] 755575,2.265,0.000,5.176,0.000,5.600,0.000,5.600,8.000,193.000,-0.380,8.000,228.000,5.225,2.265
[794.42] 754850,0.100,0.000,0.000,11.429,0.700,11.429,0.700,3.714,131.000,0.000,3.714,84.000,0.000,0.100
[794.42] 756027,5.646,0.000,9.192,-11.429,8.843,-11.429,8.843,5.429,-9.000,0.330,5.429,-185.000,9.569,5.646
[794.42] 754993,0.275,0.000,0.241,11.429,1.429,11.429,1.429,5.429,381.000,-0.040,5.429,257.000,0.154,0.275
[794.42] 109066,10.000,0.000,10.604,-11.429,10.000,-11.429,10.000,0.286,-269.000,-2.070,0.286,-273.000,10.778,10.000
[794.42] 754630,0.010,0.000,0.000,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,31.000,0.000,0.010
[794.42] 109938,17.435,0.000,7.531,-0.002,6.400,-0.002,6.400,-8.000,-423.000,-3.070,-8.000,-351.000,7.488,17.435
[794.42] 108603,5.646,0.000,9.030,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.320,5.429,-254.000,9.227,5.646
[794.42] 110085,18.275,0.000,5.702,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.010,-8.000,-299.000,5.780,18.275
[794.42] 756009,5.646,0.000,9.192,-11.429,8.843,-11.429,8.843,5.429,-9.000,0.310,5.429,-185.000,9.276,5.646
[794.42] 755477,1.725,0.000,4.206,-0.000,4.800,-0.000,4.800,8.000,193.000,-0.570,8.000,413.000,4.133,1.725
[794.42] 108640,5.646,0.000,9.241,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.280,5.429,-254.000,9.428,5.646
[794.43] 756192,7.521,0.000,10.165,-11.429,9.643,-11.429,9.643,3.143,-326.000,0.130,3.143,-414.000,10.723,7.521
[794.43] 758086,19.935,0.000,0.388,11.429,0.700,11.429,0.700,-4.286,108.000,-2.800,-4.286,186.000,0.385,19.935
[794.43] 755206,0.725,0.000,1.588,11.429,2.800,11.429,2.800,7.714,504.000,-0.250,7.714,405.000,1.463,0.725
[794.43] 756874,13.900,0.000,10.208,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-2.790,-3.714,-338.000,10.241,13.900
[794.43] 110624,19.854,0.000,0.864,11.429,1.157,11.429,1.157,-5.429,107.000,-3.920,-5.429,161.000,0.780,19.854
[794.43] 757059,15.639,0.000,9.442,-11.429,8.272,-11.429,8.272,-6.000,-405.000,-2.480,-6.000,-393.000,9.498,15.639
[794.43] 758025,19.854,0.000,0.721,11.429,1.157,11.429,1.157,-5.429,108.000,-2.820,-5.429,186.000,0.713,19.854
[794.43] 110112,18.515,0.000,5.531,-0.000,4.800,-0.000,4.800,-8.000,-291.000,-3.010,-8.000,-299.000,5.553,18.515
[794.43] 757178,16.415,0.000,8.593,-11.429,7.586,-11.429,7.586,-7.143,-405.000,-2.190,-7.143,-371.000,8.656,16.415
[794.43] 108897,8.010,0.000,9.994,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.530,2.571,-314.000,10.805,8.010
[794.43] 754946,0.204,0.000,0.122,11.429,1.157,11.429,1.157,4.857,381.000,-0.020,4.857,257.000,0.000,0.204
[794.43] 107695,0.361,0.000,0.501,11.429,1.729,11.429,1.729,6.000,300.000,0.000,6.000,436.000,0.493,0.361
[794.43] 756405,9.500,0.000,10.504,-11.429,9.986,-11.429,9.986,0.857,-200.000,-1.160,0.857,-165.000,10.661,9.500
[794.43] 108212,2.565,0.000,5.401,-0.000,6.000,-0.000,6.000,8.000,58.000,-0.900,8.000,290.000,5.482,2.565
[794.44] 108970,9.001,0.000,10.729,-11.429,9.943,-11.429,9.943,1.429,-64.000,-1.150,1.429,-273.000,10.347,9.001
[794.44] 755858,4.361,0.000,7.704,-11.429,7.943,-11.429,7.943,7.143,136.000,-0.010,7.143,-7.000,7.767,4.361
[794.44] 756847,13.900,0.000,10.431,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-2.780,-3.714,-338.000,10.357,13.900
[794.44] 755750,3.585,0.000,6.805,0.000,7.200,0.000,7.200,8.000,136.000,-0.160,8.000,80.000,6.832,3.585
[794.44] 107918,1.065,0.000,2.428,0.000,3.600,0.000,3.600,8.000,353.000,-0.880,8.000,457.000,2.217,1.065
[794.44] 755518,1.985,0.000,4.734,0.000,5.200,0.000,5.200,8.000,193.000,-0.510,8.000,228.000,4.531,1.985
[794.44] 108174,2.265,0.000,4.929,0.000,5.600,0.000,5.600,8.000,209.000,-0.990,8.000,290.000,5.078,2.265
[794.44] 108155,2.265,0.000,4.702,0.000,5.600,0.000,5.600,8.000,209.000,-1.030,8.000,290.000,4.832,2.265
[794.44] 108417,3.964,0.000,7.309,-5.714,7.586,-5.714,7.586,7.714,116.000,-0.570,7.714,123.000,7.257,3.964
[794.44] 758520,20.000,0.000,-0.087,5.717,0.000,5.717,0.000,-0.000,33.000,-2.340,-0.000,5.000,0.000,20.000
[794.44] 110855,19.990,0.000,-0.030,11.429,0.229,11.429,0.229,-2.572,169.000,-3.920,-2.572,214.000,0.000,19.990
[794.44] 758151,19.961,0.000,0.095,11.429,0.514,11.429,0.514,-3.715,108.000,-2.780,-3.715,155.000,0.114,19.961
[794.44] 110863,19.990,0.000,-0.041,11.429,0.229,11.429,0.229,-2.572,169.000,-3.920,-2.572,84.000,0.000,19.990
[794.44] 757280,17.435,0.000,7.713,-0.002,6.400,-0.002,6.400,-8.000,-296.000,-1.910,-8.000,-371.000,7.797,17.435
[794.44] 755429,1.485,0.000,3.848,0.000,4.400,0.000,4.400,8.000,193.000,-0.630,8.000,413.000,3.756,1.485
[794.44] 758268,19.990,0.000,-0.014,11.429,0.229,11.429,0.229,-2.572,172.000,-2.750,-2.572,80.000,0.011,19.990
[794.44] 108830,7.521,0.000,10.054,-11.429,9.643,-11.429,9.643,3.143,-263.000,-0.340,3.143,-314.000,10.639,7.521
[794.44] 108016,1.485,0.000,3.439,0.000,4.400,0.000,4.400,8.000,353.000,-1.130,8.000,327.000,3.328,1.485
[794.44] 758121,19.935,0.000,0.173,11.429,0.700,11.429,0.700,-4.286,108.000,-2.790,-4.286,155.000,0.187,19.935
[794.44] 107315,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,-0.010,2.000,47.000,0.000,0.021
[794.44] 758127,19.935,0.000,0.173,11.429,0.700,11.429,0.700,-4.286,108.000,-2.790,-4.286,155.000,0.187,19.935
[794.44] 754795,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,0.000,3.143,84.000,0.000,0.065
[794.45] 108231,2.565,0.000,5.645,-0.000,6.000,-0.000,6.000,8.000,58.000,-0.810,8.000,290.000,5.482,2.565
[794.45] 755486,1.985,0.000,4.341,0.000,5.200,0.000,5.200,8.000,193.000,-0.570,8.000,413.000,4.317,1.985
[794.45] 108163,2.265,0.000,4.929,0.000,5.600,0.000,5.600,8.000,209.000,-1.030,8.000,290.000,4.832,2.265
[794.45] 754561,0.001,0.000,0.000,11.429,0.029,11.429,0.029,0.571,44.000,0.000,0.571,31.000,0.000,0.001
[794.45] 107936,1.065,0.000,2.631,0.000,3.600,0.000,3.600,8.000,353.000,-0.930,8.000,457.000,2.439,1.065
[794.45] 107243,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,21.000,0.000,0.571,15.000,0.000,0.004
[794.45] 110872,19.990,0.000,-0.041,11.429,0.229,11.429,0.229,-2.572,169.000,-3.920,-2.572,84.000,0.000,19.990
[794.45] 756980,15.225,0.000,9.899,-11.429,8.572,-11.429,8.572,-5.428,-342.000,-2.620,-5.428,-393.000,9.894,15.225
[794.45] 756618,11.496,0.000,10.628,-11.426,9.943,-11.426,9.943,-0.857,-240.000,-2.250,-0.857,-126.000,10.501,11.496
[794.45] 756766,12.961,0.000,10.482,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-2.630,-2.571,-250.000,10.387,12.961
[794.45] 110676,19.900,0.000,0.596,11.429,0.914,11.429,0.914,-4.857,107.000,-3.940,-4.857,161.000,0.558,19.900
[794.45] 107422,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,-0.010,3.143,47.000,0.000,0.065
[794.45] 755330,1.265,0.000,2.802,0.000,4.000,0.000,4.000,8.000,354.000,-0.610,8.000,405.000,2.621,1.265
[794.45] 757776,19.415,0.000,2.526,0.000,2.800,0.000,2.800,-8.000,-6.000,-2.670,-8.000,121.000,2.466,19.415
[794.46] 109844,16.775,0.000,8.192,-11.429,7.200,-11.429,7.200,-7.714,-423.000,-3.170,-7.714,-372.000,8.192,16.775
[794.46] 108784,7.039,0.000,9.859,-11.429,9.486,-11.429,9.486,3.714,-263.000,-0.350,3.714,-314.000,10.290,7.039
[794.46] 109030,9.500,0.000,10.639,-11.429,9.986,-11.429,9.986,0.857,-269.000,-1.720,0.857,-273.000,10.268,9.500
[794.46] 110382,19.415,0.000,2.751,0.000,2.800,0.000,2.800,-8.000,-19.000,-3.710,-8.000,35.000,2.892,19.415
[794.46] 757633,19.115,0.000,3.927,0.000,3.600,0.000,3.600,-8.000,-115.000,-2.220,-8.000,-13.000,3.751,19.115
[794.46] 109675,15.639,0.000,9.577,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.220,-6.000,-387.000,9.485,15.639
[794.46] 110879,19.990,0.000,-0.041,11.429,0.229,11.429,0.229,-2.572,169.000,-3.940,-2.572,84.000,0.000,19.990
[794.46] 107989,1.265,0.000,3.228,0.000,4.000,0.000,4.000,8.000,353.000,-1.050,8.000,327.000,3.125,1.265
[794.46] 755630,2.885,0.000,5.818,-0.000,6.400,-0.000,6.400,8.000,40.000,-0.290,8.000,228.000,5.859,2.885
[794.46] 109888,17.115,0.000,7.834,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.100,-8.000,-372.000,7.864,17.115
[794.46] 754716,0.021,0.000,0.000,11.429,0.229,11.429,0.229,2.000,21.000,0.000,2.000,84.000,0.000,0.021
[794.46] 109397,12.961,0.000,10.460,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-3.070,-2.571,-241.000,10.376,12.961
[794.46] 110912,19.997,0.000,-0.068,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.003,19.997
[794.46] 109237,11.496,0.000,10.512,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.860,-0.857,-234.000,10.379,11.496
[794.46] 758514,20.000,0.000,-0.087,5.717,0.000,5.717,0.000,-0.000,33.000,-2.370,-0.000,5.000,0.000,20.000
[794.46] 107958,1.265,0.000,2.824,0.000,4.000,0.000,4.000,8.000,353.000,-0.980,8.000,327.000,2.680,1.265
[794.47] 109195,10.999,0.000,10.485,-5.712,9.986,-5.712,9.986,-0.286,-207.000,-2.800,-0.286,-234.000,10.385,10.999
[794.47] 109976,17.735,0.000,6.989,0.000,6.000,0.000,6.000,-8.000,-423.000,-3.040,-8.000,-351.000,7.003,17.735
[794.47] 107851,0.725,0.000,1.818,11.429,2.800,11.429,2.800,7.714,478.000,-0.510,7.714,457.000,1.645,0.725
[794.47] 755198,0.725,0.000,1.374,11.429,2.800,11.429,2.800,7.714,504.000,-0.250,7.714,405.000,1.279,0.725
[794.47] 109458,13.900,0.000,10.206,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.130,-3.714,-318.000,10.230,13.900
[794.47] 109795,16.415,0.000,8.704,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.180,-7.143,-372.000,8.715,16.415
[794.47] 754888,0.146,0.000,0.011,11.429,0.914,11.429,0.914,4.286,131.000,0.000,4.286,257.000,0.000,0.146
[794.47] 755276,0.885,0.000,2.219,5.714,3.200,5.714,3.200,8.000,354.000,-0.510,8.000,405.000,1.995,0.885
[794.47] 755915,4.775,0.000,8.249,-11.429,8.271,-11.429,8.271,6.571,-9.000,0.180,6.571,-7.000,8.460,4.775
[794.47] 107477,0.100,0.000,0.003,11.429,0.700,11.429,0.700,3.714,131.000,-0.010,3.714,257.000,0.000,0.100
[794.47] 757023,15.225,0.000,9.688,-11.429,8.572,-11.429,8.572,-5.428,-342.000,-2.570,-5.428,-393.000,9.688,15.225
[794.47] 757868,19.639,0.000,1.840,11.426,2.057,11.426,2.057,-7.143,146.000,-2.700,-7.143,121.000,1.818,19.639
[794.47] 110796,19.961,0.000,0.054,11.429,0.514,11.429,0.514,-3.715,169.000,-3.980,-3.715,214.000,0.035,19.961
[794.47] 757754,19.415,0.000,2.724,0.000,2.800,0.000,2.800,-8.000,-6.000,-2.660,-8.000,-13.000,2.634,19.415
[794.48] 757974,19.797,0.000,0.992,11.429,1.429,11.429,1.429,-6.000,146.000,-2.740,-6.000,186.000,0.959,19.797
[794.48] 110120,18.515,0.000,5.531,-0.000,4.800,-0.000,4.800,-8.000,-291.000,-3.010,-8.000,-299.000,5.553,18.515
[794.48] 755558,2.265,0.000,5.176,0.000,5.600,0.000,5.600,8.000,193.000,-0.450,8.000,228.000,5.225,2.265
[794.48] 109011,9.500,0.000,10.685,-11.429,9.986,-11.429,9.986,0.857,-64.000,-1.590,0.857,-273.000,10.154,9.500
[794.48] 109748,16.036,0.000,8.943,-11.429,7.943,-11.429,7.943,-6.571,-378.000,-3.170,-6.571,-372.000,8.948,16.036
[794.48] 755804,3.964,0.000,7.414,-5.714,7.586,-5.714,7.586,7.714,136.000,-0.090,7.714,80.000,7.371,3.964
[794.48] 109210,11.496,0.000,10.507,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.830,-0.857,-234.000,10.444,11.496
[794.48] 757681,19.275,0.000,3.607,-0.000,3.200,-0.000,3.200,-8.000,-6.000,-2.490,-8.000,-13.000,3.309,19.275
[794.48] 754777,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,131.000,0.010,2.571,84.000,0.000,0.039
[794.48] 756295,8.504,0.000,10.181,-11.429,9.871,-11.429,9.871,2.000,-138.000,-0.200,2.000,-414.000,10.528,8.504
[794.48] 756565,10.999,0.000,10.604,-5.712,9.986,-5.712,9.986,-0.286,-240.000,-2.120,-0.286,-126.000,10.374,10.999
[794.48] 111063,20.000,0.000,-0.081,11.429,0.000,11.429,0.000,-0.286,68.000,-3.860,-0.286,5.000,0.000,20.000
[794.48] 756839,13.900,0.000,10.431,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-2.750,-3.714,-338.000,10.357,13.900
[794.48] 756610,11.496,0.000,10.642,-11.426,9.943,-11.426,9.943,-0.857,-240.000,-2.190,-0.857,-126.000,10.441,11.496
[794.48] 758472,20.000,0.000,-0.089,11.429,0.000,11.429,0.000,-0.286,33.000,-2.450,-0.286,5.000,0.000,20.000
[794.48] 756421,9.500,0.000,10.588,-11.429,9.986,-11.429,9.986,0.857,-200.000,-1.240,0.857,-165.000,10.870,9.500
[794.49] 754668,0.010,0.000,0.000,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,31.000,0.000,0.010
[794.49] 109629,15.225,0.000,9.723,-11.429,8.572,-11.429,8.572,-5.428,-333.000,-3.260,-5.428,-387.000,9.615,15.225
[794.49] 757147,16.415,0.000,8.853,-11.429,7.586,-11.429,7.586,-7.143,-405.000,-2.280,-7.143,-371.000,8.932,16.415
[794.49] 108487,4.361,0.000,7.818,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.590,7.143,33.000,7.639,4.361
[794.49] 757834,19.639,0.000,2.014,11.426,2.057,11.426,2.057,-7.143,146.000,-2.700,-7.143,121.000,1.995,19.639
[794.49] 109439,13.435,0.000,10.328,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.110,-3.143,-318.000,10.347,13.435
[794.49] 110251,18.935,0.000,4.135,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.320,-8.000,-83.000,3.984,18.935
[794.49] 755300,1.065,0.000,2.612,0.000,3.600,0.000,3.600,8.000,354.000,-0.540,8.000,405.000,2.404,1.065
[794.49] 109526,14.354,0.000,10.092,-11.429,9.086,-11.429,9.086,-4.285,-333.000,-3.230,-4.285,-318.000,10.122,14.354
[794.49] 755223,0.725,0.000,1.805,11.429,2.800,11.429,2.800,7.714,504.000,-0.300,7.714,405.000,1.626,0.725
[794.49] 755941,5.204,0.000,8.683,-11.429,8.571,-11.429,8.571,6.000,-9.000,0.210,6.000,-7.000,8.921,5.204
[794.49] 110532,19.725,0.000,1.547,11.429,1.729,11.429,1.729,-6.572,152.000,-3.780,-6.572,35.000,1.439,19.725
[794.49] 754555,0.001,0.000,0.000,11.429,0.029,11.429,0.029,0.571,44.000,0.010,0.571,31.000,0.000,0.001
[794.49] 756633,11.990,0.000,10.645,-11.429,9.871,-11.429,9.871,-1.428,-240.000,-2.290,-1.428,-126.000,10.547,11.990
[794.49] 107706,0.464,0.000,0.621,11.429,2.057,11.429,2.057,6.571,300.000,0.000,6.571,436.000,0.623,0.464
[794.49] 107374,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,0.000,2.571,47.000,0.000,0.039
[794.49] 110891,19.990,0.000,-0.054,11.429,0.229,11.429,0.229,-2.572,169.000,-3.940,-2.572,84.000,0.000,19.990
[794.5] 108109,1.985,0.000,4.290,0.000,5.200,0.000,5.200,8.000,209.000,-1.120,8.000,290.000,4.371,1.985
[794.5] 755777,3.585,0.000,6.997,0.000,7.200,0.000,7.200,8.000,136.000,-0.120,8.000,80.000,7.065,3.585
[794.5] 109057,10.000,0.000,10.563,-11.429,10.000,-11.429,10.000,0.286,-269.000,-1.800,0.286,-273.000,10.661,10.000
[794.5] 111081,20.000,0.000,-0.092,11.429,0.000,11.429,0.000,-0.286,68.000,-3.860,-0.286,5.000,0.000,20.000
[794.5] 110319,19.275,0.000,3.642,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.540,-8.000,-83.000,3.425,19.275
[794.5] 757893,19.725,0.000,1.558,11.429,1.729,11.429,1.729,-6.572,146.000,-2.710,-6.572,121.000,1.653,19.725
[794.5] 108632,5.646,0.000,9.241,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.280,5.429,-254.000,9.428,5.646
[794.5] 108905,8.504,0.000,10.217,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.610,2.000,-314.000,11.005,8.504
[794.5] 755380,1.485,0.000,3.390,0.000,4.400,0.000,4.400,8.000,354.000,-0.640,8.000,413.000,3.293,1.485
[794.5] 108461,4.361,0.000,7.601,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.580,7.143,33.000,7.639,4.361
[794.5] 757667,19.115,0.000,3.805,0.000,3.600,0.000,3.600,-8.000,-115.000,-2.330,-8.000,-13.000,3.526,19.115
[794.5] 109184,10.999,0.000,10.485,-5.712,9.986,-5.712,9.986,-0.286,-207.000,-2.800,-0.286,-234.000,10.385,10.999
[794.5] 755922,4.775,0.000,8.249,-11.429,8.271,-11.429,8.271,6.571,-9.000,0.180,6.571,-7.000,8.460,4.775
[794.5] 109959,17.735,0.000,7.287,0.000,6.000,0.000,6.000,-8.000,-423.000,-3.060,-8.000,-351.000,7.222,17.735
[794.5] 755007,0.275,0.000,0.241,11.429,1.429,11.429,1.429,5.429,381.000,-0.030,5.429,257.000,0.154,0.275
[794.5] 110294,19.115,0.000,3.848,0.000,3.600,0.000,3.600,-8.000,-144.000,-3.470,-8.000,-83.000,3.639,19.115
[794.5] 756685,12.479,0.000,10.604,-11.429,9.771,-11.429,9.771,-2.000,-240.000,-2.430,-2.000,-250.000,10.477,12.479
[794.5] 757967,19.797,0.000,1.117,11.429,1.429,11.429,1.429,-6.000,146.000,-2.740,-6.000,186.000,1.089,19.797
[794.51] 111015,20.000,0.000,-0.065,11.429,0.014,11.429,0.014,-0.857,68.000,-3.910,-0.857,84.000,0.003,20.000
[794.51] 755717,3.225,0.000,6.493,0.000,6.800,0.000,6.800,8.000,40.000,-0.180,8.000,80.000,6.504,3.225
[794.51] 755910,4.775,0.000,8.249,-11.429,8.271,-11.429,8.271,6.571,-9.000,0.130,6.571,-7.000,8.460,4.775
