:discoverRoborio
Discovering Target roborio
Using address 10.14.58.2 for target roborio
:riologRoborio
RIOLog Started! Use CTRL+C (SIGINT) to stop...
Remember, the Driver Station must be connected for RIOLog to work!
Run ./gradlew riolog -Pfakeds to fake a Driver Station connection!

Connected!
[28.3] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,-3,58
[28.31] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,-3,58
[28.31] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,-3,58
[28.32] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,58
[28.32] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,58
[28.33] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.33] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.34] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.34] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.34] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.35] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.35] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.36] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.36] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,-3,10
[28.36] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.37] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.38] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.38] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.38] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.39] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.39] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.4] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.4] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.41] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.41] 0.128571,0.128571,0.128571,0.128571,0.0,0.0,0.0,0.0,-3,10
[28.42] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,-3,10
[28.42] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,-3,10
[28.43] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,-3,10
[28.44] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,84,10
[28.44] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,84,10
[28.44] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,84,10
[28.45] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,84,10
[28.46] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,84,10
[28.46] 0.228571,0.228571,0.228571,0.228571,0.0,0.0,0.0,0.0,84,10
[28.47] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,10
[28.47] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,10
[28.48] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,10
[28.49] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,131
[28.5] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,131
[28.5] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,131
[28.5] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,131
[28.51] 0.357143,0.357143,0.357143,0.357143,0.0,0.0,0.0,0.0,84,131
[28.52] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.52] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.53] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.54] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.54] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.55] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.56] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.56] 0.514286,0.514286,0.514286,0.514286,0.0,0.0,0.0,0.0,84,131
[28.57] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,84,131
[28.58] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,84,131
[28.58] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,84,131
[28.59] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,84,131
[28.6] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,257,131
[28.6] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,257,131
[28.6] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,257,131
[28.61] 0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,257,131
[28.62] 0.914286,0.914286,0.914286,0.914286,0.0,0.0,0.0,0.0,257,131
[28.62] 0.914286,0.914286,0.914286,0.914286,0.0,0.0,0.0,0.0,257,131
[28.63] 0.914286,0.914286,0.914286,0.914286,0.0,0.0,0.0,0.0,257,131
[28.64] 0.914286,0.914286,0.914286,0.914286,0.0,0.0,0.0,0.0,257,131
[28.64] 0.914286,0.914286,0.914286,0.914286,0.0,0.0,0.0,0.0,257,131
[28.65] 0.914286,0.914286,0.914286,0.914286,0.0,0.0,0.0,0.010839843750000001,257,332
[28.66] 0.914286,0.914286,0.914286,0.914286,0.0,0.009979248046875,0.021679687500000003,0.010839843750000001,257,332
[28.66] 0.914286,0.9143857924804688,0.914286,0.9141862075195313,0.0,0.009979248046875,0.021679687500000003,0.010839843750000001,257,332
[28.69] 1.157143,1.1572427924804687,1.157143,1.1570432075195314,0.0,0.0,0.03793945312500001,0.05690917968750001,257,332
[28.69] 1.157143,1.1569428046875,1.157143,1.1573431953125,0.0,-0.02001953125,0.06774902343750001,0.08129882812500001,257,332
[28.7] 1.157143,1.1569428046875,1.157143,1.1573431953125,0.0,-0.02001953125,0.06774902343750001,0.08129882812500001,257,332
[28.72] 1.157143,1.1569428046875,1.157143,1.1573431953125,0.0,-0.02001953125,0.06774902343750001,0.12194824218750001,257,332
[28.72] 1.428571,1.4282710122070312,1.428571,1.4288709877929688,0.0,-0.029998779296875,0.11652832031250002,0.12194824218750001,257,332
[28.74] 1.428571,1.4282710122070312,1.428571,1.4288709877929688,0.0,-0.029998779296875,0.11652832031250002,0.17072753906250002,257,332
[28.76] 1.428571,1.42847090234375,1.428571,1.42867109765625,0.0,-0.010009765625,0.17614746093750003,0.22763671875000005,438,332
[28.77] 1.428571,1.42847090234375,1.428571,1.42867109765625,0.0,-0.010009765625,0.23034667968750003,0.25744628906250006,438,332
[28.78] 1.728571,1.7284709023437501,1.728571,1.72867109765625,0.0,-0.010009765625,0.23034667968750003,0.25744628906250006,438,332
[28.79] 1.728571,1.7284709023437501,1.728571,1.72867109765625,0.0,-0.010009765625,0.29267578125000004,0.33061523437500007,438,332
[28.8] 1.728571,1.7281709145507813,1.728571,1.7289710854492188,0.0,-0.040008544921875,0.3604248046875,0.33061523437500007,438,332
[28.82] 1.728571,1.7281709145507813,1.728571,1.7289710854492188,0.0,-0.040008544921875,0.4308837890625,0.4254638671875,438,478
[28.83] 2.057143,2.0564429267578124,2.057143,2.0578430732421875,0.0,-0.07000732421875,0.4308837890625,0.5392822265625001,438,478
[28.84] 2.057143,2.0561429389648436,2.057143,2.0581430610351563,0.0,-0.100006103515625,0.5121826171875001,0.5392822265625001,438,478
[28.84] 2.057143,2.0561429389648436,2.057143,2.0581430610351563,0.0,-0.100006103515625,0.5121826171875001,0.5392822265625001,438,478
[28.85] 2.057143,2.0558429511718748,2.057143,2.058443048828125,0.0,-0.1300048828125,0.6232910156250001,0.6639404296875001,438,478
[28.86] 2.057143,2.0558429511718748,2.057143,2.058443048828125,0.0,-0.1300048828125,0.6232910156250001,0.6639404296875001,438,478
[28.87] 2.414286,2.4124857680664062,2.414286,2.416086231933594,0.0,-0.180023193359375,0.6232910156250001,0.8319580078125,438,478
[28.88] 2.414286,2.4124857680664062,2.414286,2.416086231933594,0.0,-0.180023193359375,0.7452392578125,0.8319580078125,438,478
[28.89] 2.414286,2.412085987792969,2.414286,2.4164860122070313,0.0,-0.220001220703125,0.7452392578125,0.8319580078125,438,478
[28.89] 2.414286,2.412085987792969,2.414286,2.4164860122070313,0.0,-0.220001220703125,0.8915771484375,0.9891357421875001,438,478
[28.9] 2.414286,2.412085987792969,2.414286,2.4164860122070313,0.0,-0.220001220703125,0.8915771484375,0.9891357421875001,438,478
[28.91] 2.414286,2.4116859023437502,2.414286,2.41688609765625,0.0,-0.260009765625,0.8915771484375,1.1327636718750003,438,478
[28.91] 2.414286,2.4116859023437502,2.414286,2.41688609765625,0.0,-0.260009765625,1.0406250000000001,1.1327636718750003,497,478
[28.92] 2.8,2.7963998413085935,2.8,2.803600158691406,0.0,-0.360015869140625,1.0406250000000001,1.1327636718750003,497,478
[28.93] 2.8,2.7963998413085935,2.8,2.803600158691406,0.0,-0.360015869140625,1.0406250000000001,1.3089111328125003,497,478
[28.94] 2.8,2.795699768066406,2.8,2.8043002319335937,0.0,-0.430023193359375,1.2059326171875002,1.3089111328125003,497,478
[28.94] 2.8,2.795699768066406,2.8,2.8043002319335937,0.0,-0.430023193359375,1.2059326171875002,1.3089111328125003,497,478
[28.95] 2.8,2.795699768066406,2.8,2.8043002319335937,0.0,-0.430023193359375,1.2059326171875002,1.4931884765625,497,478
[28.96] 2.8,2.7947998046875,2.8,2.8052001953124996,0.0,-0.52001953125,1.3631103515625003,1.4931884765625,497,478
[28.96] 2.8,2.7947998046875,2.8,2.8052001953124996,0.0,-0.52001953125,1.3631103515625003,1.4931884765625,497,478
[28.97] 3.2,3.1947998046875004,3.2,3.2052001953125,0.0,-0.610015869140625,1.3631103515625003,1.6828857421875,497,405
[28.97] 3.2,3.193899841308594,3.2,3.2061001586914064,0.0,-0.610015869140625,1.5392578125,1.6828857421875,497,405
[28.98] 3.2,3.193899841308594,3.2,3.2061001586914064,0.0,-0.610015869140625,1.5392578125,1.6828857421875,497,405
[28.99] 3.2,3.193899841308594,3.2,3.2061001586914064,0.0,-0.71002197265625,1.5392578125,1.8915527343750003,497,405
[28.99] 3.2,3.1928997802734376,3.2,3.207100219726563,0.0,-0.71002197265625,1.718115234375,1.8915527343750003,497,405
[29.0] 3.2,3.1928997802734376,3.2,3.207100219726563,0.0,-0.71002197265625,1.718115234375,1.8915527343750003,497,405
[29.01] 3.2,3.1928997802734376,3.2,3.207100219726563,0.0,-0.80999755859375,1.718115234375,1.8915527343750003,497,405
[29.01] 3.2,3.1919000244140627,3.2,3.2080999755859376,0.0,-0.80999755859375,1.9294921875000004,2.1489990234375003,497,405
[29.02] 3.6,3.5919000244140626,3.6,3.6080999755859375,0.0,-0.930023193359375,1.9294921875000004,2.1489990234375003,497,405
[29.03] 3.6,3.5906997680664063,3.6,3.609300231933594,0.0,-0.930023193359375,2.1300292968750005,2.390185546875,497,405
[29.04] 3.6,3.5906997680664063,3.6,3.609300231933594,0.0,-0.930023193359375,2.1300292968750005,2.390185546875,497,405
[29.05] 3.6,3.5900000000000003,3.6,3.61,0.0,-1.0,2.1300292968750005,2.390185546875,497,405
[29.05] 3.6,3.5900000000000003,3.6,3.61,0.0,-1.0,2.1300292968750005,2.6096923828125003,497,405
[29.06] 3.6,3.5892999267578127,3.6,3.6107000732421874,0.0,-1.07000732421875,2.3657958984375003,2.6096923828125003,497,405
[29.07] 3.6,3.5892999267578127,3.6,3.6107000732421874,0.0,-1.07000732421875,2.3657958984375003,2.8291992187500004,497,405
[29.07] 4.0,3.9892999267578126,4.0,4.010700073242187,0.0,-1.1300048828125,2.6096923828125003,2.8291992187500004,497,405
[29.08] 4.0,3.988699951171875,4.0,4.011300048828125,0.0,-1.1300048828125,2.6096923828125003,2.8291992187500004,347,405
[29.08] 4.0,3.988699951171875,4.0,4.011300048828125,0.0,-1.1300048828125,2.6096923828125003,2.8291992187500004,347,405
[29.09] 4.0,3.988699951171875,4.0,4.011300048828125,0.0,-1.1300048828125,2.6096923828125003,3.0487060546875,347,405
[29.1] 4.0,3.9879998779296875,4.0,4.0120001220703125,0.0,-1.20001220703125,2.8644287109375,3.0487060546875,347,405
[29.1] 4.0,3.9879998779296875,4.0,4.0120001220703125,0.0,-1.20001220703125,2.8644287109375,3.0487060546875,347,405
[29.12] timestamp
[34.41] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.42] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.42] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.42] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.43] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.43] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.44] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.44] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.45] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.45] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.46] 0.028571,0.028571,0.028571,0.028571,0.0,0.0,0.0,0.0,334,250
[34.47] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,334,250
[34.48] 0.057143,0.057143,0.057143,0.057143,0.0,0.0,0.0,0.0,334,250
