0.001042, 0.041667, 50
0.004371, 0.066590, 50
0.011860, 0.149777, 50
0.024334, 0.249473, 50
0.041781, 0.348941, 50
0.064185, 0.448094, 50
0.091528, 0.546852, 50
0.123785, 0.645145, 50
0.160931, 0.742913, 50
0.202937, 0.840113, 50
0.249773, 0.936722, 50
0.301410, 1.032742, 50
0.357820, 1.128206, 50
0.418979, 1.223188, 50
0.484870, 1.317809, 50
0.555482, 1.412242, 50
0.630818, 1.506726, 50
0.710897, 1.601567, 50
0.795754, 1.697144, 50
0.885449, 1.793909, 50
0.980068, 1.892382, 50
1.079725, 1.993140, 50
1.184565, 2.096794, 50
1.294763, 2.203966, 50
1.409702, 2.298781, 50
1.527936, 2.364662, 50
1.647972, 2.400730, 50
1.769100, 2.422558, 50
1.891412, 2.446235, 50
2.014981, 2.471377, 50
2.139862, 2.497620, 50
2.266093, 2.524628, 50
2.393698, 2.552099, 50
2.522687, 2.579775, 50
2.653059, 2.607439, 50
2.784804, 2.634916, 50
2.917908, 2.662072, 50
3.052348, 2.688806, 50
3.188101, 2.715052, 50
3.325139, 2.740768, 50
3.463436, 2.765938, 50
3.602964, 2.790564, 50
3.743698, 2.814665, 50
3.885611, 2.838272, 50
4.028683, 2.861427, 50
4.172892, 2.884178, 50
4.318221, 2.906583, 50
4.464656, 2.928701, 50
4.612186, 2.950597, 50
4.760802, 2.972336, 50
4.910502, 2.993986, 50
5.061283, 3.015618, 50
5.213147, 3.037299, 50
5.366102, 3.059097, 50
5.520156, 3.081082, 50
5.675322, 3.103316, 50
5.831615, 3.125865, 50
5.989055, 3.148784, 50
6.147661, 3.172129, 50
6.307458, 3.195945, 50
6.468472, 3.220270, 50
6.630728, 3.245128, 50
6.794255, 3.270533, 50
6.959079, 3.296478, 50
7.125226, 3.322936, 50
7.292718, 3.349856, 50
7.461576, 3.377156, 50
7.631812, 3.404721, 50
7.803432, 3.432399, 50
7.976432, 3.459997, 50
8.150796, 3.487280, 50
8.326495, 3.513970, 50
8.503482, 3.539751, 50
8.681696, 3.564271, 50
8.861054, 3.587157, 50
9.040896, 3.596853, 50
9.219273, 3.567530, 50
9.393486, 3.484264, 50
9.561371, 3.357705, 50
9.722035, 3.213279, 50
9.875316, 3.065608, 50
10.021081, 2.915314, 50
10.159231, 2.762994, 50
10.289691, 2.609201, 50
10.412412, 2.454426, 50
10.527367, 2.299088, 50
10.634543, 2.143534, 50
10.733945, 1.988041, 50
10.825586, 1.832816, 50
10.909487, 1.678009, 50
10.985673, 1.523720, 50
11.054173, 1.370004, 50
11.115017, 1.216879, 50
11.168234, 1.064336, 50
11.213851, 0.912343, 50
11.251893, 0.760849, 50
11.282383, 0.609789, 50
11.305337, 0.459089, 50
11.320770, 0.308665, 50
11.329248, 0.169558, 50
11.332583, 0.066693, 50
11.333278, 0.013891, 50
11.333278, 0.000000, 50
