dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,8.213128,18.083735,9.582581,2.866351,-2.888045,-1.064269,0.226046
0.050000,8.346008,18.112638,9.718568,2.719737,-2.932274,-0.884578,0.202280
0.050000,8.472237,18.137045,9.847136,2.571347,-2.967810,-0.710726,0.179709
0.050000,8.591590,18.157417,9.968215,2.421585,-2.995241,-0.548617,0.158404
0.050000,8.703883,18.174206,10.081756,2.270816,-3.015363,-0.402445,0.138414
0.050000,8.808969,18.187848,10.187724,2.119361,-3.029103,-0.274786,0.119776
0.050000,8.906737,18.198759,10.286098,1.967489,-3.037440,-0.166742,0.102511
0.050000,8.997102,18.207330,10.376869,1.815422,-3.041353,-0.078264,0.086629
0.050000,9.080007,18.213924,10.460036,1.663333,-3.041774,-0.008412,0.072130
0.050000,9.155413,18.218875,10.535604,1.511355,-3.039558,0.044304,0.059010
0.050000,9.223296,18.222485,10.603583,1.359581,-3.035472,0.081724,0.047256
0.050000,9.283646,18.225024,10.663986,1.208072,-3.030181,0.105832,0.036857
0.050000,9.336461,18.226732,10.716829,1.056860,-3.024252,0.118564,0.027797
0.050000,9.381746,18.227816,10.762127,0.905952,-3.018162,0.121810,0.020060
0.050000,9.419507,18.228452,10.799894,0.755337,-3.012298,0.117273,0.013631
0.050000,9.449755,18.228787,10.830143,0.604988,-3.006975,0.106474,0.008497
0.050000,9.472498,18.228936,10.852887,0.454866,-3.002436,0.090780,0.004646
0.050000,9.487744,18.228987,10.868133,0.304923,-2.998867,0.071380,0.002069
0.050000,9.496078,18.228999,10.876467,0.166690,-2.764649,4.684344,0.000662
0.050000,9.499332,18.229000,10.879720,0.065064,-2.032520,14.642590,0.000113
0.050000,9.500000,18.229000,10.880389,0.013369,-1.033913,19.972143,6.283185
0.050000,9.500000,18.229000,10.880389,0.000000,-0.267377,15.330717,6.283185
