0.001042, 0.041667, 50
0.004426, 0.067677, 50
0.012038, 0.152259, 50
0.024724, 0.253720, 50
0.042480, 0.355118, 50
0.065302, 0.456434, 50
0.093185, 0.557661, 50
0.126125, 0.658798, 50
0.164118, 0.759859, 50
0.207162, 0.860874, 50
0.255256, 0.961894, 50
0.308406, 1.062988, 50
0.366618, 1.164252, 50
0.429909, 1.265812, 50
0.498300, 1.367820, 50
0.571823, 1.470460, 50
0.650520, 1.573949, 50
0.734447, 1.678533, 50
0.823671, 1.784485, 50
0.918276, 1.892099, 50
1.018360, 2.001684, 50
1.124038, 2.113556, 50
1.235439, 2.228020, 50
1.352708, 2.345368, 50
1.475123, 2.448308, 50
1.601065, 2.518841, 50
1.728861, 2.555927, 50
1.857676, 2.576294, 50
1.987541, 2.597295, 50
2.118479, 2.618755, 50
2.250504, 2.640514, 50
2.383626, 2.662436, 50
2.517846, 2.684405, 50
2.653163, 2.706326, 50
2.789569, 2.728122, 50
2.927056, 2.749737, 50
3.065612, 2.771128, 50
3.205225, 2.792268, 50
3.345883, 2.813145, 50
3.487570, 2.833756, 50
3.630276, 2.854106, 50
3.773986, 2.874211, 50
3.918691, 2.894093, 50
4.064380, 2.913777, 50
4.211044, 2.933294, 50
4.358678, 2.952678, 50
4.507277, 2.971967, 50
4.656837, 2.991198, 50
4.807357, 3.010411, 50
4.958839, 3.029645, 50
5.111286, 3.048940, 50
5.264703, 3.068333, 50
5.419096, 3.087861, 50
5.574474, 3.107557, 50
5.730847, 3.127453, 50
5.888225, 3.147575, 50
6.046623, 3.167942, 50
6.206051, 3.188570, 50
6.366524, 3.209464, 50
6.528055, 3.230620, 50
6.690656, 3.252024, 50
6.854339, 3.273648, 50
7.019111, 3.295450, 50
7.184980, 3.317369, 50
7.351946, 3.339329, 50
7.520008, 3.361232, 50
7.689156, 3.382961, 50
7.859375, 3.404377, 50
8.030641, 3.425321, 50
8.202820, 3.443586, 50
8.374560, 3.434808, 50
8.543363, 3.376056, 50
8.706782, 3.268370, 50
8.863556, 3.135478, 50
9.013542, 2.999727, 50
9.156613, 2.861410, 50
9.292654, 2.720832, 50
9.421570, 2.578309, 50
9.543277, 2.434149, 50
9.657709, 2.288643, 50
9.764812, 2.142064, 50
9.864545, 1.994653, 50
9.956876, 1.846626, 50
10.041784, 1.698163, 50
10.119255, 1.549415, 50
10.189280, 1.400505, 50
10.251857, 1.251526, 50
10.306984, 1.102547, 50
10.354665, 0.953616, 50
10.394903, 0.804761, 50
10.427703, 0.655996, 50
10.453069, 0.507321, 50
10.471005, 0.358725, 50
10.481619, 0.212281, 50
10.486255, 0.092715, 50
10.487388, 0.022655, 50
10.487388, 0.000000, 50
