0.001023, 0.040939, 50
0.004122, 0.061970, 50
0.011088, 0.139321, 50
0.022681, 0.231861, 50
0.038876, 0.323890, 50
0.059636, 0.415204, 50
0.084916, 0.505603, 50
0.114660, 0.594890, 50
0.148804, 0.682879, 50
0.187274, 0.769398, 50
0.229989, 0.854297, 50
0.276862, 0.937465, 50
0.327804, 1.018840, 50
0.382726, 1.098437, 50
0.441545, 1.176369, 50
0.504189, 1.252880, 50
0.570608, 1.328380, 50
0.640782, 1.403481, 50
0.714733, 1.479025, 50
0.792538, 1.556099, 50
0.874339, 1.636031, 50
0.960357, 1.720345, 50
1.050891, 1.810679, 50
1.146324, 1.908664, 50
1.247112, 2.015763, 50
1.353768, 2.133112, 50
1.466837, 2.261386, 50
1.586873, 2.400719, 50
1.714408, 2.550703, 50
1.849931, 2.710466, 50
1.993872, 2.878809, 50
2.146591, 3.054377, 50
2.308382, 3.235820, 50
2.479478, 3.421933, 50
2.660066, 3.611756, 50
2.850298, 3.804636, 50
3.050310, 4.000250, 50
3.260242, 4.198625, 50
3.480248, 4.400128, 50
3.709516, 4.585351, 50
3.945996, 4.729615, 50
4.186499, 4.810062, 50
4.427857, 4.827143, 50
4.668015, 4.803163, 50
4.905934, 4.758381, 50
5.141461, 4.710554, 50
5.374461, 4.659992, 50
5.604794, 4.606658, 50
5.832303, 4.550173, 50
6.056794, 4.489828, 50
6.278025, 4.424617, 50
6.495690, 4.353305, 50
6.709417, 4.274532, 50
6.918765, 4.186963, 50
7.123237, 4.089447, 50
7.322297, 3.981187, 50
7.515390, 3.861869, 50
7.701976, 3.731723, 50
7.881552, 3.591511, 50
8.053673, 3.442435, 50
8.217973, 3.285997, 50
8.374165, 3.123835, 50
8.522044, 2.957572, 50
8.661479, 2.788700, 50
8.792404, 2.618504, 50
8.914805, 2.448028, 50
9.028709, 2.278070, 50
9.134169, 2.109203, 50
9.231259, 1.941806, 50
9.320064, 1.776099, 50
9.400673, 1.612175, 50
9.473175, 1.450033, 50
9.537655, 1.289603, 50
9.594193, 1.130765, 50
9.642861, 0.973366, 50
9.683723, 0.817231, 50
9.716831, 0.662172, 50
9.742231, 0.507991, 50
9.759955, 0.354487, 50
9.770259, 0.206066, 50
9.774657, 0.087962, 50
9.775698, 0.020835, 50
9.775698, 0.000000, 50
